order_item_id,order_id,product_id,quantity,unit_price
144,90,45,1,700
145,90,164,1,346
146,90,178,1,1669
147,91,1,1,1502
148,91,223,1,2638
149,91,12,1,2353
150,92,79,1,2279
151,92,174,1,2394
152,93,131,1,4961
153,93,5,2,2971
154,94,189,1,1666
155,94,134,1,1101
156,94,207,1,2780
157,95,162,1,480
158,96,87,2,765
159,97,236,1,2208
160,98,91,1,1066
161,99,174,2,2394
162,99,132,1,1926
163,100,48,1,2585
164,101,167,1,697
165,102,132,1,1926
166,102,126,1,1970
167,103,213,2,2422
168,104,224,1,946
169,104,183,1,1013
170,105,195,1,2494
171,106,98,1,504
172,107,209,1,2922
173,108,127,1,1032
174,109,142,2,1191
175,109,152,2,4917
176,110,105,1,436
177,110,164,1,346
178,111,92,1,373
179,111,42,1,1316
180,112,233,2,1005
181,113,177,1,1789
182,114,188,1,812
183,115,12,1,2353
184,115,17,1,3452
185,116,29,1,1385
186,117,103,1,1035
187,118,243,2,3284
188,118,85,1,1326
189,119,42,2,1316
190,119,250,1,3263
191,119,154,1,2033
192,120,81,1,864
193,120,247,2,3450
194,120,38,1,474
195,120,238,1,608
196,121,105,1,436
197,121,259,1,1755
198,122,36,1,2571
199,123,235,2,2439
200,123,92,1,373
201,124,82,1,1744
202,124,114,1,1370
203,125,27,1,4308
204,125,221,1,549
205,126,96,1,2172
206,127,138,1,2815
207,128,121,1,2200
208,128,176,2,1005
209,128,2,1,2368
210,128,221,1,549
211,129,252,1,1362
212,130,58,1,985
213,131,214,1,939
214,132,114,1,1370
215,132,20,1,1016
216,133,258,1,1045
217,134,84,1,1955
218,134,120,2,1402
219,135,59,1,2340
220,135,101,1,1236
221,136,214,1,939
222,137,165,1,2382
223,138,148,1,802
224,138,156,1,4121
225,139,84,1,1955
226,139,244,1,3886
227,140,6,1,1780
228,140,183,1,1013
229,140,112,1,4359
230,141,37,1,3880
231,142,147,1,568
232,142,259,2,1755
233,143,216,1,1929
234,144,242,1,2482
235,145,207,1,2780
236,145,111,1,1379
237,146,172,1,1424
238,147,134,2,1101
239,147,228,1,1251
240,148,143,1,1966
241,148,198,2,288
242,149,222,1,1380
243,149,148,1,802
244,150,10,1,2642
245,150,253,1,1210
246,151,100,1,3021
247,152,254,1,1388
248,153,238,1,608
249,153,234,1,3084
250,154,93,1,2982
251,154,200,2,1045
252,154,177,1,1789
253,155,195,1,2494
254,155,116,1,2656
255,156,205,1,2762
256,156,31,1,1395
257,157,46,1,2165
258,157,45,1,700
259,158,204,1,2387
260,158,189,1,1666
261,158,50,1,2576
262,159,132,2,1926
263,160,117,1,889
264,161,241,1,3489
265,161,258,1,1045
266,162,4,2,1235
267,162,113,2,905
268,162,189,1,1666
269,162,62,1,2434
270,163,186,1,2220
271,164,123,1,674
272,165,212,2,2326
273,166,170,1,4112
274,166,167,1,697
275,167,112,1,4359
276,167,250,1,3263
277,168,245,1,1007
278,168,128,1,3606
279,168,68,2,1955
280,168,192,2,1872
281,169,65,1,1146
282,170,200,1,1045
283,171,243,1,3284
284,172,50,2,2576
285,173,135,1,2171
286,174,98,1,504
287,174,56,1,3318
288,175,47,1,1090
289,175,215,1,1468
290,176,152,1,4917
291,177,70,1,1664
292,177,162,2,480
293,178,164,1,346
294,178,32,1,339
295,179,133,1,1808
296,179,131,1,4961
297,179,27,1,4308
298,179,175,1,507
299,180,38,1,474
300,181,217,1,2142
301,182,218,1,4143
302,182,245,1,1007
303,182,197,1,337
304,183,223,2,2638
305,183,118,1,1985
306,184,135,1,2171
307,184,100,1,3021
308,184,123,1,674
309,185,254,1,1388
310,185,178,2,1669
311,186,228,1,1251
312,186,32,1,339
313,187,104,1,2185
314,188,11,2,1138
315,188,142,1,1191
316,189,229,1,3069
317,189,34,1,687
318,190,117,1,889
319,191,192,1,1872
320,191,187,2,1056
321,191,248,2,661
322,192,94,1,545
323,193,125,1,2036
324,193,58,1,985
325,194,83,1,2600
326,195,46,1,2165
327,196,85,1,1326
328,197,42,1,1316
329,198,14,2,2466
330,199,134,1,1101
331,200,101,1,1236
332,201,55,2,1245
333,202,187,2,1056
334,203,59,1,2340
335,204,104,1,2185
336,205,216,2,1929
337,206,252,1,1362
338,207,253,2,1210
339,208,249,1,1851
340,209,227,1,2172
341,210,258,1,1045
342,211,173,2,954
343,212,67,1,1202
344,213,235,1,2439
345,214,60,1,1286
346,214,260,2,4920
347,215,118,1,1985
348,215,245,1,1007
349,215,77,1,340
350,215,249,2,1851
351,216,253,1,1210
352,216,22,1,1491
353,217,58,1,985
354,218,4,1,1235
355,219,12,1,2353
356,220,238,1,608
357,221,119,1,679
358,222,47,1,1090
359,223,127,1,1032
360,223,19,2,1024
361,223,32,1,339
362,223,76,1,3454
363,224,94,1,545
364,225,84,1,1955
365,226,124,1,4690
366,227,64,1,1446
367,227,36,1,2571
368,228,69,1,3023
369,229,128,1,3606
370,229,69,1,3023
371,229,59,1,2340
372,229,174,1,2394
373,230,200,1,1045
374,231,120,1,1402
375,231,255,1,1679
376,231,34,1,687
377,232,78,1,2774
378,233,109,1,880
379,234,29,1,1385
380,235,178,1,1669
381,236,78,1,2774
382,237,56,1,3318
383,237,51,1,1106
384,237,253,1,1210
385,238,156,1,4121
386,238,113,1,905
387,239,11,1,1138
388,240,90,1,2950
389,241,249,1,1851
390,241,216,1,1929
391,241,258,1,1045
392,242,130,1,1821
393,242,37,1,3880
394,243,152,1,4917
395,243,75,2,1776
396,243,60,2,1286
397,244,12,1,2353
398,244,243,1,3284
399,244,94,2,545
400,245,52,1,3076
401,245,223,1,2638
402,245,73,1,1116
403,245,190,2,914
404,246,158,1,1995
405,246,173,1,954
406,246,200,1,1045
407,247,134,1,1101
408,248,118,1,1985
409,248,214,2,939
410,248,164,1,346
411,249,246,1,922
412,250,210,1,3167
413,251,35,1,896
414,252,218,1,4143
415,252,193,2,320
416,253,45,1,700
417,254,188,2,812
418,254,56,1,3318
419,255,227,1,2172
420,256,233,1,1005
421,257,82,1,1744
422,258,238,1,608
423,258,152,2,4917
424,259,5,1,2971
425,259,190,1,914
426,260,219,1,1744
427,260,198,1,288
428,260,188,2,812
429,261,236,1,2208
430,262,67,1,1202
431,263,89,1,1622
432,264,183,1,1013
433,265,159,1,366
434,266,215,1,1468
435,267,25,1,520
436,268,71,1,4418
437,268,97,1,3814
438,269,166,1,1629
439,270,237,1,953
440,271,68,1,1955
441,272,259,1,1755
442,272,187,2,1056
443,273,244,1,3886
444,273,166,1,1629
445,274,66,2,919
446,275,132,2,1926
447,276,50,1,2576
448,277,91,1,1066
449,278,93,1,2982
450,278,81,1,864
451,279,133,1,1808
452,280,115,1,1860
453,281,139,1,747
454,282,58,1,985
455,282,7,1,1684
456,282,125,1,2036
457,282,96,1,2172
458,283,192,1,1872
459,284,71,1,4418
460,285,46,1,2165
461,285,125,1,2036
462,285,117,1,889
463,286,49,1,2877
464,286,133,2,1808
465,287,16,1,2221
466,288,33,2,1607
467,289,232,2,1983
468,289,118,1,1985
469,290,246,1,922
470,290,227,1,2172
471,291,115,1,1860
472,291,102,1,1216
473,292,196,2,1458
474,292,96,2,2172
475,293,31,1,1395
476,293,40,1,3597
477,294,207,1,2780
478,295,87,1,765
479,295,148,1,802
480,295,140,1,386
481,295,158,1,1995
482,296,121,1,2200
483,297,46,1,2165
484,298,224,1,946
485,298,244,1,3886
486,299,210,1,3167
487,299,1,1,1502
488,299,166,1,1629
489,300,188,1,812
490,301,179,2,881
491,302,230,1,3446
492,303,248,1,661
493,303,154,2,2033
494,303,210,1,3167
495,303,145,1,4871
496,304,66,1,919
497,305,142,1,1191
498,306,244,1,3886
499,307,94,1,545
500,307,87,1,765
501,307,49,1,2877
502,308,147,1,568
503,308,37,2,3880
504,308,177,1,1789
505,309,176,2,1005
506,309,203,1,1961
507,309,49,1,2877
508,310,227,1,2172
509,310,205,1,2762
510,311,173,2,954
511,311,153,2,723
512,312,224,1,946
513,313,14,2,2466
514,313,242,2,2482
515,314,138,1,2815
516,314,246,1,922
517,315,232,1,1983
518,315,193,1,320
519,316,51,1,1106
520,317,111,1,1379
521,318,221,2,549
522,319,137,1,1201
523,319,119,1,679
524,320,12,1,2353
525,320,117,1,889
526,321,164,1,346
527,322,116,1,2656
528,322,175,1,507
529,322,177,2,1789
530,322,251,1,2690
531,323,137,2,1201
532,324,209,1,2922
533,324,223,1,2638
534,324,197,1,337
535,325,94,2,545
536,325,32,1,339
537,326,90,1,2950
538,327,18,1,4595
539,328,137,1,1201
540,329,41,1,4035
541,329,202,2,1791
542,329,91,2,1066
543,329,145,1,4871
544,330,201,1,2173
545,330,208,1,2093
546,330,30,1,644
547,330,160,2,1181
548,331,63,1,2111
549,331,121,1,2200
550,331,129,1,2404
551,331,91,1,1066
552,332,198,1,288
553,333,172,1,1424
554,334,202,1,1791
555,334,2,2,2368
556,335,14,1,2466
557,336,77,1,340
558,337,42,1,1316
559,338,183,1,1013
560,338,146,2,2144
561,339,173,2,954
562,340,81,1,864
563,340,183,1,1013
564,341,49,1,2877
565,341,182,1,4880
566,342,31,1,1395
567,342,242,1,2482
568,343,61,1,524
569,344,55,1,1245
570,344,47,2,1090
571,344,174,2,2394
572,344,146,1,2144
573,345,172,1,1424
574,346,63,1,2111
575,347,82,1,1744
576,348,37,1,3880
577,349,28,1,1184
578,349,36,1,2571
579,349,114,1,1370
580,350,129,1,2404
581,350,249,1,1851
582,350,83,1,2600
583,350,240,1,676
584,351,174,1,2394
585,352,71,2,4418
586,352,42,1,1316
587,352,240,1,676
588,353,208,1,2093
589,354,166,1,1629
590,355,36,1,2571
591,355,124,1,4690
592,356,48,2,2585
593,356,140,1,386
594,357,136,2,1890
595,357,135,1,2171
596,358,73,1,1116
597,359,32,1,339
598,360,54,1,2174
599,361,129,1,2404
600,361,24,1,2536
601,361,94,1,545
602,362,140,2,386
603,362,47,1,1090
604,362,61,1,524
605,363,146,1,2144
606,364,177,1,1789
607,365,208,1,2093
608,365,166,1,1629
609,366,108,1,1117
610,366,17,1,3452
611,366,47,1,1090
612,366,162,1,480
613,367,222,2,1380
614,367,117,1,889
615,368,259,1,1755
616,369,137,1,1201
617,370,108,1,1117
618,370,96,1,2172
619,371,32,1,339
620,372,173,2,954
621,373,85,1,1326
622,373,109,1,880
623,374,195,1,2494
624,374,193,1,320
625,374,100,1,3021
626,375,13,1,791
627,376,259,1,1755
628,376,241,1,3489
629,377,197,2,337
630,377,94,2,545
631,377,58,1,985
632,378,92,1,373
633,379,193,1,320
634,380,107,2,1323
635,381,84,1,1955
636,381,149,2,1079
637,382,171,1,1622
638,383,73,1,1116
639,384,58,1,985
640,385,11,1,1138
641,385,164,1,346
642,386,211,1,3043
643,387,129,1,2404
644,387,97,1,3814
645,388,41,1,4035
646,389,120,1,1402
647,390,143,1,1966
648,391,192,1,1872
649,392,210,1,3167
650,393,252,2,1362
651,394,220,1,455
652,395,226,1,1589
653,396,90,1,2950
654,396,55,1,1245
655,397,129,1,2404
656,397,25,1,520
657,398,14,1,2466
658,398,25,2,520
659,399,204,1,2387
660,399,1,1,1502
661,400,28,1,1184
662,401,39,1,1614
663,402,120,1,1402
664,403,244,1,3886
665,403,164,1,346
666,403,256,1,2709
667,404,157,1,1180
668,405,75,1,1776
669,405,58,1,985
670,406,259,1,1755
671,407,197,1,337
672,407,101,1,1236
673,408,167,1,697
674,409,234,1,3084
675,410,167,1,697
676,410,62,1,2434
677,411,133,1,1808
678,412,33,1,1607
679,413,66,1,919
680,414,54,2,2174
681,414,137,1,1201
682,415,61,2,524
683,416,192,1,1872
684,417,93,1,2982
685,418,51,1,1106
686,419,176,2,1005
687,419,254,1,1388
688,419,230,1,3446
689,419,224,2,946
690,420,226,1,1589
691,420,167,1,697
692,421,74,2,768
693,421,86,1,1087
694,421,85,2,1326
695,422,1,1,1502
696,423,14,1,2466
697,423,148,1,802
698,424,5,1,2971
699,425,152,1,4917
700,425,215,1,1468
701,426,121,1,2200
702,426,103,1,1035
703,427,157,1,1180
704,427,63,1,2111
705,428,61,1,524
706,428,152,1,4917
707,429,143,1,1966
708,430,20,1,1016
709,431,39,1,1614
710,431,138,1,2815
711,431,158,2,1995
712,432,245,1,1007
713,433,247,1,3450
714,433,42,1,1316
715,434,58,2,985
716,435,30,1,644
717,436,257,1,1615
718,436,244,2,3886
719,437,97,1,3814
720,437,168,1,1663
721,437,140,1,386
722,438,226,1,1589
723,439,116,1,2656
724,440,135,1,2171
725,441,154,1,2033
726,442,145,1,4871
727,443,73,1,1116
728,444,255,1,1679
729,445,214,1,939
730,446,82,1,1744
731,446,9,1,2492
732,447,108,2,1117
733,448,172,1,1424
734,448,54,1,2174
735,448,192,1,1872
736,449,11,1,1138
737,450,87,1,765
738,451,27,1,4308
739,452,69,2,3023
740,453,159,1,366
741,453,114,2,1370
742,454,140,1,386
743,454,76,1,3454
744,455,142,1,1191
745,455,244,2,3886
746,456,85,1,1326
747,457,80,2,698
748,458,141,1,2869
749,458,18,2,4595
750,459,84,1,1955
751,459,49,2,2877
752,459,152,1,4917
753,460,36,1,2571
754,461,244,1,3886
755,462,240,1,676
756,462,221,2,549
757,463,218,1,4143
758,463,237,1,953
759,464,57,1,1202
760,464,79,1,2279
761,464,117,1,889
762,464,209,1,2922
763,465,124,1,4690
764,465,180,2,1127
765,466,229,1,3069
766,466,132,1,1926
767,466,108,1,1117
768,467,79,1,2279
769,468,113,2,905
770,468,202,1,1791
771,468,210,1,3167
772,468,15,1,1892
773,469,253,2,1210
774,470,58,1,985
775,470,73,1,1116
776,471,93,1,2982
777,471,134,1,1101
778,472,125,1,2036
779,473,254,1,1388
780,474,192,1,1872
781,474,189,1,1666
782,475,69,2,3023
783,475,245,1,1007
784,475,133,1,1808
785,475,40,1,3597
786,476,166,2,1629
787,476,101,2,1236
788,476,74,1,768
789,477,97,1,3814
790,477,3,1,2438
791,477,69,1,3023
792,478,65,2,1146
793,479,119,1,679
794,479,96,1,2172
795,480,127,2,1032
796,480,100,1,3021
797,480,235,1,2439
798,481,210,1,3167
799,481,147,1,568
800,481,70,1,1664
801,482,124,1,4690
802,482,18,2,4595
803,483,121,1,2200
804,484,153,1,723
805,484,173,1,954
806,485,145,1,4871
807,485,79,1,2279
808,486,135,1,2171
809,486,233,1,1005
810,487,118,2,1985
811,488,123,1,674
812,489,106,2,521
813,490,246,1,922
814,490,238,1,608
815,491,157,1,1180
816,492,173,2,954
817,493,164,2,346
818,494,105,1,436
819,494,125,1,2036
820,495,244,1,3886
821,496,136,2,1890
822,497,218,1,4143
823,498,179,2,881
824,498,151,1,1372
825,498,231,1,1582
826,498,215,1,1468
827,499,54,1,2174
828,499,260,1,4920
829,499,125,1,2036
830,500,63,2,2111
831,500,35,1,896
832,500,144,1,2653
833,501,249,1,1851
834,501,221,1,549
835,501,30,2,644
836,502,16,1,2221
837,502,223,1,2638
838,503,43,1,2261
839,503,199,1,4228
840,504,179,1,881
841,504,86,1,1087
842,505,79,1,2279
843,505,231,2,1582
844,505,121,1,2200
845,506,232,1,1983
846,506,161,1,1562
847,507,150,1,2232
848,508,16,1,2221
849,509,260,2,4920
850,509,253,1,1210
851,510,35,1,896
852,511,103,1,1035
853,512,50,2,2576
854,513,70,1,1664
855,513,133,1,1808
856,514,87,1,765
857,515,47,1,1090
858,515,155,2,1446
859,516,152,1,4917
860,516,118,1,1985
861,517,186,1,2220
862,518,165,1,2382
863,519,4,1,1235
864,520,247,1,3450
865,521,248,1,661
866,521,103,1,1035
867,521,23,2,789
868,522,15,1,1892
869,522,6,1,1780
870,523,236,2,2208
871,523,163,1,4058
872,523,60,1,1286
873,524,121,1,2200
874,525,17,2,3452
875,526,155,1,1446
876,527,84,1,1955
877,527,39,1,1614
878,528,145,1,4871
879,528,98,1,504
880,529,1,1,1502
881,529,176,1,1005
882,530,39,1,1614
883,531,246,1,922
884,532,9,1,2492
885,533,76,1,3454
886,533,98,1,504
887,533,110,1,3488
888,534,211,1,3043
889,535,78,1,2774
890,535,96,1,2172
891,536,232,1,1983
892,537,246,1,922
893,538,6,1,1780
894,539,213,1,2422
895,539,235,1,2439
896,540,51,2,1106
897,541,119,1,679
898,542,114,2,1370
899,542,49,1,2877
900,542,133,2,1808
901,542,46,1,2165
902,543,29,1,1385
903,543,175,1,507
904,543,237,1,953
905,544,211,2,3043
906,545,111,1,1379
907,546,87,1,765
908,546,195,1,2494
909,547,241,1,3489
910,547,33,1,1607
911,547,56,1,3318
912,548,194,1,1779
913,548,125,1,2036
914,549,82,1,1744
915,549,24,1,2536
916,550,89,2,1622
917,551,165,1,2382
918,552,157,1,1180
919,552,125,1,2036
920,552,1,1,1502
921,552,65,1,1146
922,553,181,1,3645
923,554,29,1,1385
924,555,134,1,1101
925,555,16,1,2221
926,556,6,1,1780
927,557,135,1,2171
928,557,196,1,1458
929,558,35,1,896
930,559,45,1,700
931,560,145,1,4871
932,560,194,1,1779
933,561,93,1,2982
934,561,186,1,2220
935,561,200,1,1045
936,562,14,1,2466
937,562,31,1,1395
938,562,237,2,953
939,563,209,1,2922
940,563,92,2,373
941,563,56,2,3318
942,564,177,1,1789
943,564,5,1,2971
944,565,135,1,2171
945,565,110,1,3488
946,565,79,1,2279
947,566,174,1,2394
948,567,95,1,1582
949,568,74,1,768
950,568,149,2,1079
951,569,60,1,1286
952,569,29,1,1385
953,570,80,1,698
954,570,17,1,3452
955,570,30,1,644
956,571,122,1,3391
957,571,178,1,1669
958,572,196,2,1458
959,573,29,1,1385
960,573,50,1,2576
961,574,51,1,1106
962,574,199,1,4228
963,575,233,1,1005
964,576,184,1,1478
965,576,26,1,3195
966,577,93,1,2982
967,578,168,1,1663
968,578,192,2,1872
969,579,185,1,2091
970,579,11,2,1138
971,580,220,1,455
972,581,47,1,1090
973,581,221,2,549
974,582,140,1,386
975,583,154,1,2033
976,583,81,1,864
977,583,177,1,1789
978,584,239,1,1197
979,585,215,1,1468
980,585,159,1,366
981,586,83,1,2600
982,587,20,1,1016
983,588,142,1,1191
984,589,130,1,1821
985,590,209,2,2922
986,590,148,1,802
987,591,82,1,1744
988,591,203,1,1961
989,592,15,1,1892
990,592,46,2,2165
991,592,232,1,1983
992,593,26,1,3195
993,593,84,1,1955
994,594,64,1,1446
995,594,158,1,1995
996,595,27,1,4308
997,596,131,1,4961
998,596,238,1,608
999,597,227,1,2172
1000,598,143,1,1966
1001,598,17,1,3452
1002,598,114,1,1370
1003,599,91,1,1066
1004,600,174,1,2394
1005,601,52,1,3076
1006,601,253,1,1210
1007,601,259,1,1755
1008,601,173,1,954
1009,602,141,1,2869
1010,603,224,1,946
1011,603,66,1,919
1012,603,172,1,1424
1013,604,77,1,340
1014,605,138,1,2815
1015,605,116,1,2656
1016,606,107,1,1323
1017,607,199,2,4228
1018,608,225,1,1606
1019,609,218,1,4143
1020,609,210,1,3167
1021,610,56,1,3318
1022,610,215,2,1468
1023,610,96,1,2172
1024,611,21,2,2014
1025,611,97,2,3814
1026,612,72,1,262
1027,612,140,2,386
1028,612,151,1,1372
1029,613,215,1,1468
1030,614,93,1,2982
1031,615,189,1,1666
1032,616,105,1,436
1033,617,142,1,1191
1034,617,128,1,3606
1035,618,73,1,1116
1036,618,177,2,1789
1037,619,155,1,1446
1038,620,169,1,1930
1039,621,123,1,674
1040,622,257,1,1615
1041,622,18,1,4595
1042,623,248,1,661
1043,624,238,1,608
1044,625,159,2,366
1045,626,57,1,1202
1046,627,116,1,2656
1047,627,101,1,1236
1048,627,38,2,474
1049,628,86,1,1087
1050,629,248,2,661
1051,630,98,1,504
1052,631,235,2,2439
1053,632,16,1,2221
1054,632,238,1,608
1055,633,212,1,2326
1056,634,214,2,939
1057,634,57,1,1202
1058,635,17,1,3452
1059,636,229,1,3069
1060,637,25,1,520
1061,637,87,1,765
1062,638,105,1,436
1063,639,235,1,2439
1064,639,242,1,2482
1065,640,191,1,1880
1066,641,250,1,3263
1067,642,178,2,1669
1068,642,216,1,1929
1069,642,119,2,679
1070,642,195,1,2494
1071,643,74,1,768
1072,643,80,1,698
1073,644,117,1,889
1074,644,244,1,3886
1075,645,108,1,1117
1076,646,45,1,700
1077,646,176,2,1005
1078,646,204,1,2387
1079,647,162,2,480
1080,647,241,1,3489
1081,647,98,1,504
1082,648,222,1,1380
1083,648,49,1,2877
1084,648,211,1,3043
1085,648,30,1,644
1086,649,14,1,2466
1087,650,244,1,3886
1088,651,207,1,2780
1089,652,64,1,1446
1090,653,110,1,3488
1091,654,243,1,3284
1092,655,30,1,644
1093,655,94,2,545
1094,656,105,1,436
1095,657,1,1,1502
1096,657,85,1,1326
1097,658,193,1,320
1098,658,98,1,504
1099,658,76,2,3454
1100,659,155,1,1446
1101,660,259,2,1755
1102,661,158,1,1995
1103,662,199,1,4228
1104,662,127,1,1032
1105,662,220,1,455
1106,662,18,1,4595
1107,663,2,1,2368
1108,664,181,1,3645
1109,664,235,2,2439
1110,665,134,1,1101
1111,666,254,1,1388
1112,667,97,1,3814
1113,667,115,2,1860
1114,667,34,1,687
1115,668,201,1,2173
1116,668,139,1,747
1117,668,210,1,3167
1118,668,207,2,2780
1119,669,248,2,661
1120,669,121,1,2200
1121,670,18,1,4595
1122,671,89,2,1622
1123,672,88,1,938
1124,672,74,1,768
1125,672,200,1,1045
1126,673,87,1,765
1127,674,205,1,2762
1128,674,120,1,1402
1129,674,29,1,1385
1130,675,224,1,946
1131,675,77,1,340
1132,675,199,1,4228
1133,676,234,1,3084
1134,677,86,2,1087
1135,678,243,1,3284
1136,679,98,1,504
1137,679,152,1,4917
1138,680,225,1,1606
1139,680,53,1,4850
1140,681,59,1,2340
1141,682,148,1,802
1142,683,211,1,3043
1143,683,198,1,288
1144,684,112,1,4359
1145,684,12,1,2353
1146,685,6,1,1780
1147,686,114,1,1370
1148,687,158,2,1995
1149,688,20,1,1016
1150,689,95,1,1582
1151,690,208,1,2093
1152,691,36,1,2571
1153,691,231,1,1582
1154,692,168,2,1663
1155,693,130,1,1821
1156,693,79,1,2279
1157,693,206,1,1709
1158,693,182,1,4880
1159,694,77,1,340
1160,694,234,1,3084
1161,695,209,2,2922
1162,696,160,1,1181
1163,696,55,1,1245
1164,696,6,2,1780
1165,697,68,2,1955
1166,697,190,1,914
1167,698,76,1,3454
1168,699,176,1,1005
1169,699,138,1,2815
1170,700,235,1,2439
1171,700,141,1,2869
1172,701,51,2,1106
1173,701,177,1,1789
1174,702,221,1,549
1175,703,185,1,2091
1176,704,21,1,2014
1177,705,225,1,1606
1178,706,91,1,1066
1179,707,55,1,1245
1180,707,105,1,436
1181,708,220,1,455
1182,708,229,1,3069
1183,709,76,1,3454
1184,709,165,1,2382
1185,710,190,1,914
1186,711,47,1,1090
1187,712,257,1,1615
1188,712,145,1,4871
1189,713,177,1,1789
1190,713,193,1,320
1191,713,62,1,2434
1192,714,42,1,1316
1193,714,20,1,1016
1194,715,137,1,1201
1195,715,259,1,1755
1196,715,155,1,1446
1197,716,80,1,698
1198,716,58,1,985
1199,716,6,1,1780
1200,717,112,1,4359
1201,718,255,1,1679
1202,718,174,1,2394
1203,719,157,1,1180
1204,719,166,1,1629
1205,720,126,1,1970
1206,720,35,1,896
1207,720,96,1,2172
1208,720,73,1,1116
1209,721,23,1,789
1210,722,12,1,2353
1211,723,155,1,1446
1212,724,49,1,2877
1213,725,219,1,1744
1214,726,48,1,2585
1215,726,131,1,4961
1216,727,161,1,1562
1217,728,110,1,3488
1218,729,22,1,1491
1219,729,107,2,1323
1220,730,246,1,922
1221,730,164,1,346
1222,731,210,1,3167
1223,731,85,1,1326
1224,732,88,1,938
1225,733,181,1,3645
1226,733,91,2,1066
1227,734,121,1,2200
1228,734,213,2,2422
1229,735,69,1,3023
1230,735,148,2,802
1231,735,145,1,4871
1232,736,59,1,2340
1233,736,51,1,1106
1234,737,219,1,1744
1235,737,94,2,545
1236,738,88,1,938
1237,739,91,1,1066
1238,739,144,1,2653
1239,740,208,1,2093
1240,741,49,1,2877
1241,741,80,1,698
1242,741,257,1,1615
1243,742,112,1,4359
1244,743,133,2,1808
1245,743,70,1,1664
1246,743,83,1,2600
1247,744,237,1,953
1248,744,252,1,1362
1249,745,108,1,1117
1250,746,134,1,1101
1251,747,99,1,1858
1252,748,220,1,455
1253,748,246,2,922
1254,749,222,1,1380
1255,750,203,1,1961
1256,750,101,1,1236
1257,751,174,1,2394
1258,751,23,2,789
1259,751,11,2,1138
1260,751,98,1,504
1261,752,105,1,436
1262,753,69,1,3023
1263,753,116,1,2656
1264,753,7,1,1684
1265,754,125,1,2036
1266,755,90,1,2950
1267,755,230,1,3446
1268,756,70,1,1664
1269,756,30,1,644
1270,757,143,1,1966
1271,758,193,1,320
