order_id,customer_id,session_id,order_date,order_status,payment_method,discount_pct,total_amount
93,107,960,2025-08-27,Delivered,Net Banking,0,10903.0
94,109,974,2025-02-07,Delivered,COD,0,5547.0
95,109,981,2025-05-24,Delivered,Credit Card,15,408.0
96,111,1004,2025-01-30,Delivered,UPI,15,1300.5
97,111,1008,2025-04-07,Cancelled,Debit Card,15,1876.8
98,111,1015,2025-09-05,Delivered,Net Banking,10,959.4
99,116,1043,2025-04-05,Delivered,Credit Card,10,6042.6
100,116,1051,2025-05-28,Delivered,COD,10,2326.5
101,116,1054,2025-06-17,Delivered,Credit Card,10,627.3
102,117,1055,2025-06-15,Delivered,Net Banking,0,3896.0
103,122,1080,2025-03-15,Delivered,UPI,0,4844.0
104,127,1099,2025-04-21,Delivered,UPI,5,1861.05
105,128,1104,2025-03-17,Delivered,Net Banking,15,2119.9
106,128,1109,2025-07-27,Returned,Credit Card,10,453.6
107,128,1111,2025-08-16,Returned,Net Banking,0,2922.0
108,133,1151,2025-09-20,Delivered,UPI,0,1032.0
109,136,1163,2025-05-26,Delivered,Credit Card,0,12216.0
110,136,1168,2025-09-01,Returned,Debit Card,15,664.7
111,137,1173,2025-07-09,Delivered,Credit Card,15,1435.65
112,138,1177,2025-07-02,Delivered,Credit Card,5,1909.5
113,143,1202,2025-06-28,Delivered,Debit Card,15,1520.65
114,143,1203,2025-08-07,Delivered,Credit Card,15,690.2
115,144,1207,2024-11-16,Cancelled,UPI,5,5514.75
116,144,1208,2024-12-13,Delivered,Debit Card,15,1177.25
117,144,1217,2025-04-26,Delivered,Net Banking,0,1035.0
118,145,1226,2025-11-30,Delivered,Debit Card,0,7894.0
119,147,1236,2024-12-12,Delivered,COD,20,6342.4
120,150,1261,2025-06-19,Delivered,Net Banking,20,7076.8
121,151,1274,2024-12-09,Delivered,Net Banking,10,1971.9
122,154,1311,2025-04-06,Delivered,Credit Card,15,2185.35
123,162,1371,2025-01-21,Delivered,Credit Card,5,4988.45
124,162,1373,2025-01-31,Delivered,Credit Card,20,2491.2
125,162,1378,2025-03-07,Delivered,Credit Card,0,4857.0
126,162,1389,2025-05-23,Delivered,Credit Card,20,1737.6
127,164,1404,2025-07-11,Delivered,UPI,0,2815.0
128,167,1427,2024-11-11,Delivered,Net Banking,0,7127.0
129,167,1441,2025-02-12,Cancelled,Credit Card,5,1293.9
130,167,1446,2025-03-22,Returned,Net Banking,5,935.75
131,168,1449,2025-11-28,Delivered,Debit Card,20,751.2
132,173,1486,2024-11-15,Returned,UPI,0,2386.0
133,173,1487,2024-11-17,Delivered,Net Banking,20,836.0
134,173,1489,2024-11-28,Delivered,UPI,20,3807.2
135,173,1492,2025-01-01,Delivered,UPI,30,2503.2
136,176,1524,2025-04-01,Delivered,UPI,15,798.15
137,176,1535,2025-08-11,Delivered,Credit Card,15,2024.7
138,177,1548,2025-02-15,Delivered,Credit Card,15,4184.55
139,179,1568,2025-01-03,Delivered,Credit Card,10,5256.9
140,179,1578,2025-02-16,Delivered,UPI,0,7152.0
141,179,1579,2025-02-19,Delivered,Credit Card,0,3880.0
142,179,1580,2025-03-09,Delivered,Credit Card,0,4078.0
143,179,1584,2025-03-22,Delivered,UPI,20,1543.2
144,179,1585,2025-03-26,Delivered,UPI,10,2233.8
145,181,1609,2025-01-24,Delivered,UPI,10,3743.1
146,182,1623,2025-03-28,Delivered,COD,10,1281.6
147,182,1634,2025-06-10,Delivered,UPI,0,3453.0
148,185,1646,2025-01-23,Delivered,Net Banking,0,2542.0
149,188,1670,2025-10-26,Delivered,Debit Card,10,1963.8
150,189,1674,2024-12-03,Delivered,Debit Card,0,3852.0
151,189,1682,2025-02-13,Delivered,Credit Card,10,2718.9
152,192,1706,2025-01-05,Delivered,UPI,15,1179.8
153,192,1718,2025-03-24,Delivered,UPI,15,3138.2
154,193,1727,2025-09-14,Delivered,Credit Card,0,6861.0
155,193,1729,2025-09-23,Delivered,UPI,0,5150.0
156,195,1745,2025-01-02,Delivered,UPI,15,3533.45
157,195,1747,2025-01-06,Delivered,COD,0,2865.0
158,202,1812,2025-06-25,Delivered,Credit Card,10,5966.1
159,210,1851,2024-11-14,Delivered,Debit Card,5,3659.4
160,211,1866,2025-06-05,Delivered,UPI,10,800.1
161,212,1872,2025-06-21,Delivered,UPI,10,4080.6
162,214,1886,2024-11-22,Cancelled,Debit Card,15,7123.0
163,214,1887,2024-11-23,Delivered,Debit Card,10,1998.0
164,214,1891,2025-01-11,Delivered,UPI,0,674.0
165,214,1895,2025-02-28,Delivered,Debit Card,5,4419.4
166,214,1896,2025-03-01,Delivered,UPI,0,4809.0
167,216,1905,2025-02-23,Delivered,Debit Card,20,6097.6
168,223,1936,2025-02-19,Delivered,UPI,20,9813.6
169,224,1947,2025-04-01,Delivered,Net Banking,0,1146.0
170,224,1953,2025-08-16,Delivered,COD,5,992.75
171,224,1954,2025-08-18,Delivered,Credit Card,0,3284.0
172,226,1963,2025-09-06,Returned,Debit Card,30,3606.4
173,226,1968,2025-10-18,Delivered,UPI,10,1953.9
174,229,1986,2025-07-05,Delivered,Credit Card,0,3822.0
175,232,2005,2025-04-25,Delivered,Net Banking,5,2430.1
176,234,2034,2024-11-16,Delivered,Credit Card,15,4179.45
177,234,2047,2025-01-12,Delivered,UPI,20,2099.2
178,236,2065,2025-07-29,Delivered,UPI,0,685.0
179,237,2071,2025-07-21,Delivered,Credit Card,10,10425.6
180,237,2073,2025-08-10,Delivered,Credit Card,15,402.9
181,239,2087,2025-07-31,Delivered,Debit Card,10,1927.8
182,239,2090,2025-09-23,Delivered,UPI,15,4663.95
183,245,2117,2025-06-06,Delivered,UPI,20,5808.8
184,246,2119,2024-12-30,Delivered,UPI,5,5572.7
185,246,2131,2025-02-15,Delivered,COD,10,4253.4
186,247,2143,2025-10-05,Delivered,Net Banking,0,1590.0
187,247,2144,2025-10-25,Delivered,COD,0,2185.0
188,248,2154,2025-08-25,Delivered,COD,5,3293.65
189,249,2155,2024-12-01,Returned,Credit Card,10,3380.4
190,250,2162,2025-02-19,Delivered,UPI,15,755.65
191,251,2173,2025-04-29,Returned,UPI,15,4510.1
192,253,2192,2025-11-27,Delivered,UPI,15,463.25
193,256,2205,2025-08-06,Delivered,Debit Card,10,2718.9
194,256,2206,2025-12-16,Delivered,UPI,5,2470.0
195,258,2222,2025-03-30,Delivered,COD,10,1948.5
196,258,2227,2025-06-12,Delivered,Net Banking,15,1127.1
197,260,2248,2025-04-10,Delivered,COD,0,1316.0
198,260,2253,2025-05-12,Delivered,Net Banking,20,3945.6
199,262,2265,2024-12-26,Delivered,UPI,10,990.9
200,262,2266,2025-01-01,Delivered,Credit Card,10,1112.4
201,262,2273,2025-02-23,Delivered,Debit Card,0,2490.0
202,262,2275,2025-03-02,Returned,Net Banking,0,2112.0
203,262,2284,2025-04-10,Delivered,COD,30,1638.0
204,270,2316,2025-02-05,Cancelled,Credit Card,5,2075.75
205,270,2317,2025-03-07,Delivered,Debit Card,0,3858.0
206,277,2361,2024-12-08,Delivered,Debit Card,30,953.4
207,277,2367,2025-03-26,Delivered,Net Banking,10,2178.0
208,277,2368,2025-03-29,Delivered,Debit Card,5,1758.45
209,278,2379,2025-09-01,Delivered,UPI,5,2063.4
210,284,2403,2024-11-16,Delivered,Credit Card,0,1045.0
211,284,2404,2024-11-26,Delivered,Debit Card,20,1526.4
212,284,2409,2024-12-18,Delivered,Credit Card,15,1021.7
213,284,2417,2025-03-10,Delivered,Credit Card,5,2317.05
214,284,2418,2025-03-14,Delivered,UPI,5,10569.7
215,284,2423,2025-04-20,Delivered,Debit Card,0,7034.0
216,291,2466,2025-02-08,Cancelled,UPI,0,2701.0
217,291,2469,2025-02-25,Delivered,UPI,0,985.0
218,291,2474,2025-04-27,Delivered,Debit Card,10,1111.5
219,293,2488,2025-04-03,Delivered,UPI,10,2117.7
220,293,2496,2025-05-13,Cancelled,UPI,15,516.8
221,293,2498,2025-05-26,Delivered,UPI,0,679.0
222,294,2502,2025-12-09,Delivered,UPI,5,1035.5
223,296,2534,2025-05-11,Delivered,UPI,20,5498.4
224,297,2543,2025-04-08,Delivered,UPI,0,545.0
225,297,2548,2025-08-07,Delivered,UPI,15,1661.75
226,298,2551,2024-11-04,Delivered,UPI,15,3986.5
227,298,2554,2024-11-13,Delivered,Debit Card,0,4017.0
228,298,2566,2025-01-23,Delivered,UPI,0,3023.0
229,299,2582,2025-01-27,Delivered,Debit Card,20,9090.4
230,299,2587,2025-02-15,Delivered,Credit Card,15,888.25
231,299,2596,2025-04-22,Delivered,Debit Card,15,3202.8
232,301,2608,2025-01-16,Delivered,Net Banking,0,2774.0
233,302,2627,2025-09-13,Returned,COD,0,880.0
234,304,2634,2025-06-17,Delivered,UPI,15,1177.25
235,304,2636,2025-07-30,Delivered,Credit Card,10,1502.1
236,305,2640,2025-06-24,Delivered,UPI,10,2496.6
237,307,2656,2025-02-06,Delivered,Debit Card,10,5070.6
238,309,2673,2025-01-30,Delivered,Debit Card,0,5026.0
239,309,2679,2025-02-08,Delivered,UPI,0,1138.0
240,309,2684,2025-03-13,Delivered,COD,0,2950.0
241,309,2689,2025-03-31,Delivered,UPI,0,4825.0
242,310,2690,2025-02-02,Delivered,Debit Card,0,5701.0
243,310,2697,2025-07-31,Delivered,COD,5,10488.95
244,311,2707,2025-03-25,Delivered,UPI,0,6727.0
245,311,2709,2025-04-23,Delivered,UPI,0,8658.0
246,311,2711,2025-06-12,Delivered,Credit Card,0,3994.0
247,312,2713,2025-03-13,Delivered,UPI,20,880.8
248,312,2726,2025-06-07,Delivered,COD,0,4209.0
249,312,2728,2025-06-18,Delivered,Debit Card,5,875.9
250,312,2730,2025-06-20,Delivered,UPI,0,3167.0
251,315,2758,2025-08-21,Delivered,Debit Card,5,851.2
252,315,2760,2025-10-25,Delivered,UPI,15,4065.55
253,319,2798,2025-08-09,Delivered,Credit Card,5,665.0
254,320,2810,2025-08-01,Delivered,Debit Card,15,4200.7
255,320,2813,2025-08-28,Delivered,UPI,5,2063.4
256,321,2820,2025-06-24,Returned,UPI,5,954.75
257,322,2829,2025-04-15,Delivered,Net Banking,15,1482.4
258,323,2832,2024-11-08,Delivered,Credit Card,10,9397.8
259,323,2833,2024-11-30,Delivered,Debit Card,0,3885.0
260,324,2861,2025-07-11,Delivered,COD,0,3656.0
261,332,2918,2025-01-13,Delivered,UPI,10,1987.2
262,332,2924,2025-03-13,Delivered,Debit Card,0,1202.0
263,332,2927,2025-04-01,Delivered,Debit Card,15,1378.7
264,332,2930,2025-04-21,Delivered,Credit Card,5,962.35
265,333,2935,2025-05-15,Delivered,UPI,0,366.0
266,334,2948,2025-10-05,Delivered,Debit Card,15,1247.8
267,336,2962,2025-05-09,Delivered,COD,5,494.0
268,337,2969,2025-01-29,Delivered,COD,0,8232.0
269,337,2978,2025-03-05,Delivered,Credit Card,5,1547.55
270,342,2993,2025-04-02,Delivered,UPI,15,810.05
271,343,3001,2024-11-08,Delivered,COD,15,1661.75
272,343,3023,2025-02-10,Delivered,COD,20,3093.6
273,349,3047,2025-12-12,Delivered,COD,0,5515.0
274,350,3055,2025-09-14,Delivered,UPI,5,1746.1
275,350,3057,2025-10-12,Delivered,COD,0,3852.0
276,351,3064,2025-08-04,Delivered,Debit Card,15,2189.6
277,354,3088,2025-07-05,Delivered,UPI,5,1012.7
278,354,3091,2025-07-24,Cancelled,COD,0,3846.0
279,356,3116,2025-01-25,Delivered,UPI,0,1808.0
280,356,3117,2025-01-28,Returned,Debit Card,5,1767.0
281,359,3129,2025-03-03,Delivered,UPI,20,597.6
282,360,3157,2025-02-16,Delivered,UPI,0,6877.0
283,360,3159,2025-02-23,Delivered,Credit Card,10,1684.8
284,360,3161,2025-02-25,Cancelled,Debit Card,10,3976.2
285,361,3170,2025-09-17,Delivered,UPI,0,5090.0
286,363,3179,2025-08-06,Delivered,UPI,10,5843.7
287,365,3187,2025-07-22,Delivered,UPI,0,2221.0
288,367,3201,2025-05-22,Delivered,Credit Card,0,3214.0
289,367,3204,2025-06-07,Delivered,Credit Card,0,5951.0
290,367,3209,2025-07-01,Delivered,Debit Card,0,3094.0
291,369,3221,2024-12-19,Delivered,Credit Card,10,2768.4
292,369,3222,2024-12-30,Delivered,UPI,0,7260.0
293,369,3224,2025-01-13,Delivered,UPI,5,4742.4
294,369,3228,2025-01-28,Delivered,Debit Card,15,2363.0
295,369,3230,2025-02-03,Delivered,UPI,0,3948.0
296,370,3249,2025-01-16,Delivered,UPI,20,1760.0
297,370,3252,2025-01-29,Cancelled,UPI,10,1948.5
298,371,3265,2025-08-20,Delivered,UPI,5,4590.4
299,372,3276,2025-11-01,Delivered,Debit Card,5,5983.1
300,376,3292,2025-09-27,Delivered,UPI,10,730.8
301,377,3297,2025-03-31,Delivered,UPI,10,1585.8
302,378,3308,2025-04-22,Delivered,COD,10,3101.4
303,379,3323,2025-01-13,Delivered,UPI,5,12126.75
304,379,3324,2025-01-23,Delivered,UPI,5,873.05
305,379,3326,2025-02-02,Returned,Debit Card,0,1191.0
306,379,3327,2025-02-08,Delivered,UPI,0,3886.0
307,379,3333,2025-04-19,Delivered,COD,0,4187.0
308,380,3339,2025-10-03,Delivered,UPI,0,10117.0
309,381,3349,2025-03-03,Delivered,UPI,15,5820.8
310,381,3351,2025-04-04,Delivered,Credit Card,20,3947.2
311,381,3352,2025-04-08,Delivered,Credit Card,0,3354.0
312,384,3376,2025-07-13,Delivered,UPI,0,946.0
313,388,3400,2024-12-30,Delivered,UPI,15,8411.6
314,388,3403,2025-01-04,Delivered,UPI,10,3363.3
315,389,3421,2025-06-20,Delivered,UPI,10,2072.7
316,390,3428,2025-03-11,Delivered,UPI,5,1050.7
317,393,3443,2025-09-13,Delivered,Debit Card,10,1241.1
318,393,3447,2025-10-11,Delivered,UPI,15,933.3
319,394,3449,2025-08-14,Delivered,Debit Card,0,1880.0
320,394,3451,2025-12-31,Delivered,Net Banking,15,2755.7
321,395,3464,2025-02-20,Delivered,Net Banking,0,346.0
322,395,3466,2025-03-10,Cancelled,UPI,0,9431.0
323,396,3480,2025-07-31,Returned,UPI,0,2402.0
324,397,3500,2025-08-07,Delivered,Net Banking,0,5897.0
325,399,3510,2025-09-13,Delivered,COD,20,1143.2
326,401,3519,2025-06-22,Delivered,UPI,0,2950.0
327,402,3530,2025-04-28,Delivered,UPI,0,4595.0
328,402,3540,2025-08-07,Returned,COD,15,1020.85
329,407,3556,2025-03-23,Delivered,Credit Card,20,11696.0
330,407,3559,2025-04-15,Delivered,UPI,5,6908.4
331,407,3562,2025-06-25,Delivered,UPI,10,7002.9
332,408,3567,2025-04-14,Delivered,Credit Card,0,288.0
333,408,3573,2025-07-09,Delivered,UPI,15,1210.4
334,409,3576,2025-01-13,Returned,UPI,15,5547.95
335,409,3587,2025-03-18,Delivered,UPI,15,2096.1
336,409,3589,2025-03-28,Delivered,Net Banking,0,340.0
337,410,3599,2025-06-24,Delivered,UPI,0,1316.0
338,410,3600,2025-06-28,Delivered,COD,15,4505.85
339,411,3609,2025-11-17,Delivered,UPI,20,1526.4
340,412,3613,2025-06-10,Delivered,Debit Card,20,1501.6
341,412,3621,2025-07-08,Delivered,UPI,0,7757.0
342,414,3638,2025-09-01,Delivered,Credit Card,0,3877.0
343,415,3642,2025-04-11,Delivered,Debit Card,5,497.8
344,416,3660,2025-05-11,Delivered,COD,0,10357.0
345,420,3682,2025-05-02,Returned,UPI,20,1139.2
346,420,3688,2025-05-31,Delivered,UPI,0,2111.0
347,423,3713,2025-02-14,Delivered,Net Banking,20,1395.2
348,424,3723,2025-02-06,Delivered,Debit Card,0,3880.0
349,424,3733,2025-11-26,Returned,Credit Card,0,5125.0
350,424,3735,2025-12-22,Delivered,COD,10,6777.9
351,425,3745,2025-03-22,Delivered,COD,10,2154.6
352,425,3748,2025-04-19,Delivered,UPI,10,9745.2
353,425,3750,2025-04-24,Delivered,Net Banking,0,2093.0
354,426,3754,2025-01-20,Delivered,Debit Card,10,1466.1
355,426,3758,2025-02-11,Delivered,UPI,5,6897.95
356,428,3767,2025-02-26,Delivered,Net Banking,0,5556.0
357,430,3783,2025-01-25,Delivered,Net Banking,0,5951.0
358,431,3790,2025-03-01,Delivered,Net Banking,5,1060.2
359,431,3795,2025-03-21,Delivered,UPI,15,288.15
360,434,3815,2025-01-05,Delivered,Credit Card,10,1956.6
361,434,3816,2025-01-28,Delivered,UPI,5,5210.75
362,436,3839,2025-09-27,Delivered,COD,10,2147.4
363,437,3849,2025-01-27,Delivered,Credit Card,10,1929.6
364,439,3863,2025-08-13,Delivered,Credit Card,20,1431.2
365,439,3866,2025-08-29,Delivered,UPI,10,3349.8
366,439,3869,2025-10-04,Delivered,Net Banking,15,5218.15
367,442,3894,2025-11-27,Delivered,Debit Card,5,3466.55
368,444,3906,2025-09-12,Delivered,UPI,10,1579.5
369,449,3946,2025-08-07,Returned,UPI,0,1201.0
370,451,3967,2025-06-30,Delivered,Debit Card,0,3289.0
371,451,3968,2025-07-01,Delivered,COD,15,288.15
372,451,3971,2025-12-15,Delivered,Debit Card,15,1621.8
373,453,3980,2024-12-11,Delivered,UPI,5,2095.7
374,453,3983,2024-12-26,Delivered,UPI,5,5543.25
375,453,3984,2024-12-27,Delivered,Credit Card,15,672.35
376,453,3989,2025-02-06,Delivered,UPI,15,4457.4
377,453,3997,2025-03-24,Delivered,Net Banking,20,2199.2
378,453,3999,2025-04-06,Delivered,UPI,10,335.7
379,458,4044,2025-05-31,Delivered,Credit Card,20,256.0
380,462,4068,2025-07-27,Delivered,Net Banking,15,2249.1
381,462,4071,2025-08-20,Delivered,UPI,0,4113.0
382,464,4086,2025-04-29,Delivered,Credit Card,0,1622.0
383,466,4095,2025-10-24,Delivered,Credit Card,15,948.6
384,466,4096,2025-10-28,Delivered,UPI,10,886.5
385,467,4099,2025-06-08,Delivered,UPI,10,1335.6
386,468,4108,2025-05-02,Delivered,UPI,5,2890.85
387,468,4111,2025-05-08,Delivered,Debit Card,0,6218.0
388,468,4114,2025-05-24,Delivered,Credit Card,15,3429.75
389,469,4120,2025-01-01,Delivered,Debit Card,0,1402.0
390,471,4138,2025-12-23,Delivered,COD,0,1966.0
391,472,4141,2025-01-15,Delivered,UPI,0,1872.0
392,472,4145,2025-02-09,Delivered,UPI,0,3167.0
393,474,4167,2025-03-12,Delivered,COD,20,2179.2
394,474,4176,2025-04-24,Cancelled,UPI,15,386.75
395,474,4181,2025-06-16,Delivered,Debit Card,0,1589.0
396,476,4211,2025-09-24,Delivered,Debit Card,10,3775.5
397,480,4263,2025-06-08,Delivered,Debit Card,10,2631.6
398,482,4268,2024-12-28,Delivered,Credit Card,0,3506.0
399,482,4273,2025-01-11,Delivered,Credit Card,0,3889.0
400,482,4275,2025-01-14,Returned,UPI,5,1124.8
401,482,4289,2025-04-19,Delivered,UPI,0,1614.0
402,483,4297,2025-06-01,Delivered,UPI,0,1402.0
403,483,4298,2025-06-09,Delivered,UPI,10,6246.9
404,487,4346,2025-02-21,Delivered,UPI,0,1180.0
405,487,4355,2025-04-03,Delivered,Credit Card,0,2761.0
406,488,4363,2025-01-06,Delivered,Credit Card,0,1755.0
407,491,4411,2025-03-27,Delivered,UPI,15,1337.05
408,491,4414,2025-05-13,Delivered,Credit Card,15,592.45
409,491,4417,2025-06-18,Delivered,Debit Card,5,2929.8
410,495,4457,2025-06-23,Delivered,Debit Card,10,2817.9
411,497,4461,2025-07-14,Delivered,Debit Card,10,1627.2
412,498,4466,2025-11-02,Delivered,UPI,0,1607.0
413,498,4467,2025-11-27,Delivered,COD,0,919.0
414,499,4472,2025-04-12,Delivered,UPI,5,5271.55
415,500,4481,2025-07-20,Delivered,UPI,0,1048.0
416,500,4487,2025-10-13,Delivered,Debit Card,5,1778.4
417,502,4514,2025-04-16,Delivered,COD,5,2832.9
418,502,4516,2025-04-18,Delivered,Credit Card,10,995.4
419,503,4524,2025-08-09,Delivered,COD,0,8736.0
420,505,4530,2025-02-07,Delivered,Net Banking,0,2286.0
421,505,4533,2025-04-25,Delivered,COD,0,5275.0
422,509,4573,2025-07-27,Delivered,Debit Card,10,1351.8
423,510,4581,2025-06-10,Delivered,Debit Card,20,2614.4
424,512,4596,2025-07-22,Delivered,UPI,10,2673.9
425,512,4597,2025-08-26,Delivered,UPI,10,5746.5
426,513,4599,2025-03-09,Delivered,COD,0,3235.0
427,513,4603,2025-09-28,Delivered,UPI,0,3291.0
428,516,4626,2025-11-18,Delivered,Credit Card,10,4896.9
429,517,4638,2025-05-26,Delivered,UPI,0,1966.0
430,518,4642,2025-02-07,Delivered,UPI,20,812.8
431,523,4695,2025-10-12,Cancelled,UPI,10,7577.1
432,527,4727,2025-06-08,Delivered,UPI,0,1007.0
433,527,4728,2025-06-09,Delivered,UPI,10,4289.4
434,528,4733,2025-03-26,Delivered,COD,5,1871.5
435,532,4763,2025-05-25,Delivered,UPI,0,644.0
436,533,4768,2025-07-16,Delivered,Debit Card,0,9387.0
437,536,4807,2025-03-09,Delivered,UPI,10,5276.7
438,536,4815,2025-05-08,Delivered,UPI,0,1589.0
439,538,4833,2024-12-17,Returned,Credit Card,10,2390.4
440,538,4834,2024-12-21,Delivered,UPI,30,1519.7
441,543,4883,2025-06-04,Delivered,UPI,0,2033.0
442,545,4902,2025-09-13,Delivered,UPI,0,4871.0
443,546,4908,2025-06-18,Delivered,UPI,10,1004.4
444,547,4916,2025-04-09,Delivered,Debit Card,20,1343.2
445,547,4921,2025-07-16,Delivered,UPI,10,845.1
446,547,4926,2025-09-05,Delivered,Credit Card,0,4236.0
447,548,4940,2025-04-15,Delivered,Net Banking,15,1898.9
448,550,4948,2025-03-25,Delivered,Debit Card,0,5470.0
449,552,4965,2025-01-03,Delivered,UPI,20,910.4
450,552,4974,2025-03-04,Delivered,UPI,15,650.25
451,552,4975,2025-03-05,Cancelled,UPI,0,4308.0
452,552,4976,2025-03-08,Delivered,Debit Card,5,5743.7
453,552,4979,2025-04-04,Delivered,Debit Card,15,2640.1
454,553,4987,2025-10-05,Delivered,Debit Card,10,3456.0
455,555,4995,2025-02-04,Delivered,Credit Card,5,8514.85
456,555,4999,2025-05-01,Delivered,COD,0,1326.0
457,555,5004,2025-07-09,Delivered,COD,15,1186.6
458,557,5019,2025-05-19,Delivered,COD,5,11456.05
