session_id,customer_id,session_date,device,channel
71,12,2025-02-09,Mobile,Organic Search
72,12,2025-02-10,Tablet,Paid Social
73,12,2025-02-11,Mobile,Paid Social
74,12,2025-02-19,Mobile,Direct
75,12,2025-02-28,Mobile,Paid Social
76,12,2025-03-12,Mobile,Paid Social
77,12,2025-03-31,Mobile,Paid Social
78,12,2025-04-02,Mobile,Paid Search
79,12,2025-04-03,Mobile,Organic Search
80,12,2025-04-08,Mobile,Affiliate
81,12,2025-04-09,Mobile,Direct
82,12,2025-04-12,Desktop,Paid Search
83,12,2025-04-14,Mobile,Direct
84,12,2025-04-24,Mobile,Paid Social
85,13,2025-02-05,Mobile,Email
86,13,2025-02-24,Mobile,Organic Search
87,13,2025-03-13,Mobile,Email
88,13,2025-03-17,Mobile,Paid Social
89,13,2025-04-17,Mobile,Organic Search
90,13,2025-05-05,Desktop,Email
91,13,2025-05-19,Desktop,Email
92,13,2025-05-22,Mobile,Paid Search
93,13,2025-05-23,Mobile,Email
94,13,2025-06-06,Tablet,Email
95,13,2025-07-01,Mobile,Email
96,13,2025-07-02,Mobile,Email
97,13,2025-07-13,Mobile,Referral
98,13,2025-08-04,Desktop,Paid Social
99,14,2025-02-05,Tablet,Direct
100,14,2025-02-18,Desktop,Paid Search
101,14,2025-02-19,Mobile,Referral
102,14,2025-02-24,Mobile,Direct
103,14,2025-02-25,Desktop,Direct
104,14,2025-03-16,Desktop,Direct
105,14,2025-04-24,Mobile,Direct
106,14,2025-04-25,Mobile,Direct
107,14,2025-05-02,Desktop,Direct
108,14,2025-05-07,Mobile,Organic Search
109,14,2025-05-29,Mobile,Direct
110,14,2025-07-09,Desktop,Organic Search
111,14,2025-07-28,Mobile,Organic Search
112,14,2025-08-15,Mobile,Paid Search
113,14,2025-08-22,Mobile,Direct
114,14,2025-08-25,Mobile,Organic Search
115,14,2025-08-30,Desktop,Direct
116,15,2025-06-25,Mobile,Organic Search
117,15,2025-06-28,Mobile,Paid Search
118,15,2025-07-01,Desktop,Paid Social
119,15,2025-07-06,Mobile,Paid Social
120,15,2025-07-07,Mobile,Paid Search
121,15,2025-07-12,Mobile,Organic Search
122,15,2025-07-24,Mobile,Paid Social
123,15,2025-07-31,Tablet,Paid Social
124,15,2025-08-02,Mobile,Organic Search
125,15,2025-08-03,Mobile,Paid Social
126,15,2025-08-08,Mobile,Paid Social
127,16,2025-04-22,Mobile,Affiliate
128,16,2025-04-23,Tablet,Paid Social
129,16,2025-04-28,Mobile,Direct
130,16,2025-04-29,Desktop,Direct
131,16,2025-05-12,Mobile,Organic Search
132,16,2025-05-13,Mobile,Paid Social
133,16,2025-05-17,Mobile,Direct
134,16,2025-05-22,Mobile,Direct
135,16,2025-05-25,Mobile,Direct
136,16,2025-05-26,Mobile,Direct
137,16,2025-05-28,Desktop,Direct
138,16,2025-06-15,Mobile,Direct
139,16,2025-06-16,Mobile,Direct
140,16,2025-06-20,Mobile,Affiliate
141,17,2025-12-18,Mobile,Paid Search
142,18,2025-11-06,Mobile,Affiliate
143,19,2025-12-21,Mobile,Direct
144,20,2025-05-25,Mobile,Organic Search
145,20,2025-06-20,Mobile,Email
146,20,2025-07-04,Mobile,Email
147,20,2025-07-18,Mobile,Affiliate
148,20,2025-08-08,Desktop,Referral
149,20,2025-08-09,Mobile,Paid Social
150,20,2025-08-23,Mobile,Direct
151,20,2025-09-02,Desktop,Referral
152,21,2024-11-21,Mobile,Paid Search
153,21,2024-11-25,Desktop,Paid Search
154,21,2024-12-04,Mobile,Paid Search
155,21,2025-02-26,Mobile,Paid Social
156,21,2025-03-02,Mobile,Direct
157,21,2025-05-16,Mobile,Organic Search
158,22,2024-12-16,Mobile,Email
159,22,2024-12-23,Mobile,Paid Search
160,22,2024-12-29,Mobile,Organic Search
161,22,2024-12-30,Mobile,Organic Search
162,22,2025-01-03,Mobile,Organic Search
163,22,2025-01-28,Mobile,Organic Search
164,22,2025-02-25,Desktop,Affiliate
165,22,2025-03-05,Mobile,Organic Search
166,22,2025-03-30,Mobile,Organic Search
167,22,2025-04-04,Mobile,Organic Search
168,22,2025-05-22,Mobile,Direct
169,22,2025-05-23,Mobile,Direct
170,22,2025-06-05,Mobile,Direct
171,22,2025-06-14,Mobile,Organic Search
172,22,2025-06-17,Mobile,Organic Search
173,22,2025-06-27,Desktop,Paid Search
174,22,2025-07-02,Mobile,Email
175,23,2025-08-14,Desktop,Direct
176,23,2025-08-15,Mobile,Affiliate
177,23,2025-08-26,Mobile,Affiliate
178,23,2025-09-03,Mobile,Referral
179,23,2025-09-28,Mobile,Affiliate
180,23,2025-10-02,Mobile,Organic Search
181,23,2025-10-03,Desktop,Affiliate
182,23,2025-10-04,Desktop,Affiliate
183,24,2024-12-15,Desktop,Email
184,24,2025-01-18,Mobile,Affiliate
185,24,2025-01-21,Mobile,Email
186,24,2025-01-29,Mobile,Email
187,24,2025-02-25,Mobile,Paid Social
188,24,2025-04-15,Mobile,Organic Search
189,24,2025-04-16,Desktop,Email
190,25,2024-12-20,Mobile,Organic Search
191,25,2025-01-02,Mobile,Email
192,25,2025-01-28,Desktop,Referral
193,25,2025-02-06,Mobile,Paid Social
194,25,2025-03-05,Mobile,Organic Search
195,25,2025-05-15,Desktop,Affiliate
196,25,2025-06-10,Mobile,Direct
197,26,2025-01-15,Mobile,Referral
198,26,2025-03-14,Mobile,Organic Search
199,26,2025-03-15,Desktop,Organic Search
200,26,2025-04-01,Mobile,Organic Search
201,26,2025-05-11,Mobile,Organic Search
202,26,2025-05-14,Mobile,Paid Search
203,26,2025-07-23,Mobile,Organic Search
204,26,2025-09-22,Mobile,Organic Search
205,26,2025-10-03,Mobile,Organic Search
206,26,2025-10-06,Mobile,Organic Search
207,26,2025-10-26,Mobile,Organic Search
208,27,2025-06-01,Mobile,Paid Search
209,27,2025-07-09,Desktop,Paid Search
210,27,2025-07-10,Mobile,Paid Search
211,27,2025-07-13,Desktop,Paid Search
212,27,2025-08-01,Mobile,Paid Search
213,27,2025-08-04,Mobile,Organic Search
214,28,2025-11-25,Mobile,Affiliate
215,28,2025-11-26,Desktop,Direct
216,29,2025-02-17,Mobile,Paid Social
217,29,2025-03-13,Tablet,Paid Social
218,29,2025-03-25,Mobile,Paid Social
219,29,2025-04-29,Desktop,Paid Social
220,29,2025-04-30,Desktop,Email
221,29,2025-05-27,Desktop,Paid Social
222,29,2025-07-21,Mobile,Paid Social
223,29,2025-07-30,Mobile,Paid Social
224,29,2025-08-14,Mobile,Paid Social
225,29,2025-09-10,Mobile,Paid Social
226,29,2025-09-12,Mobile,Paid Social
227,29,2025-09-28,Mobile,Paid Social
228,29,2025-09-29,Mobile,Paid Social
229,29,2025-10-08,Mobile,Referral
230,30,2024-12-15,Mobile,Paid Social
231,30,2024-12-19,Mobile,Paid Social
232,30,2025-01-13,Mobile,Direct
233,30,2025-01-16,Mobile,Paid Social
234,30,2025-01-29,Mobile,Organic Search
235,30,2025-02-05,Mobile,Email
236,30,2025-02-06,Tablet,Paid Search
237,30,2025-02-26,Mobile,Email
238,30,2025-03-04,Mobile,Paid Social
239,30,2025-03-07,Desktop,Paid Social
240,30,2025-03-12,Desktop,Paid Social
241,30,2025-03-18,Mobile,Paid Search
242,30,2025-04-02,Mobile,Paid Social
243,30,2025-04-17,Desktop,Organic Search
244,30,2025-04-21,Mobile,Paid Social
245,30,2025-05-04,Desktop,Paid Social
246,30,2025-05-13,Mobile,Paid Social
247,30,2025-05-17,Mobile,Direct
248,30,2025-06-01,Desktop,Paid Social
249,30,2025-06-03,Desktop,Paid Social
250,31,2025-11-24,Mobile,Paid Search
251,32,2025-02-03,Mobile,Paid Social
252,32,2025-03-09,Mobile,Paid Social
253,32,2025-03-15,Desktop,Paid Social
254,33,2025-10-01,Desktop,Organic Search
255,33,2025-10-09,Mobile,Organic Search
256,34,2024-12-23,Mobile,Direct
257,34,2024-12-25,Mobile,Direct
258,34,2024-12-27,Desktop,Organic Search
259,34,2024-12-29,Mobile,Email
260,34,2025-01-21,Desktop,Direct
261,34,2025-01-22,Desktop,Direct
262,34,2025-01-23,Mobile,Direct
263,34,2025-01-26,Mobile,Direct
264,34,2025-02-05,Mobile,Paid Search
265,34,2025-02-06,Mobile,Direct
266,34,2025-02-19,Mobile,Organic Search
267,34,2025-02-20,Desktop,Paid Social
268,34,2025-02-22,Mobile,Direct
269,34,2025-03-18,Desktop,Direct
270,34,2025-04-01,Desktop,Direct
271,34,2025-04-02,Mobile,Direct
272,34,2025-04-05,Desktop,Direct
273,34,2025-04-06,Tablet,Direct
274,34,2025-04-14,Mobile,Direct
275,34,2025-04-26,Mobile,Direct
276,34,2025-04-27,Desktop,Referral
277,34,2025-04-28,Mobile,Paid Search
278,35,2024-12-20,Mobile,Affiliate
279,35,2025-01-18,Mobile,Email
280,35,2025-03-13,Mobile,Affiliate
281,35,2025-03-21,Mobile,Affiliate
282,35,2025-05-09,Mobile,Affiliate
283,35,2025-05-10,Mobile,Affiliate
284,35,2025-05-27,Mobile,Direct
285,35,2025-06-17,Mobile,Affiliate
286,35,2025-07-12,Desktop,Affiliate
287,35,2025-08-16,Mobile,Affiliate
288,35,2025-10-08,Mobile,Affiliate
289,36,2025-06-02,Mobile,Affiliate
290,36,2025-07-08,Desktop,Organic Search
291,36,2025-08-19,Mobile,Paid Social
292,36,2025-09-01,Mobile,Email
293,36,2025-10-09,Desktop,Email
294,37,2024-12-17,Desktop,Organic Search
295,37,2025-01-11,Desktop,Organic Search
296,37,2025-02-26,Mobile,Organic Search
297,37,2025-04-21,Desktop,Paid Social
298,37,2025-04-22,Desktop,Organic Search
299,37,2025-05-23,Mobile,Email
300,37,2025-05-25,Mobile,Organic Search
301,37,2025-06-20,Mobile,Organic Search
302,38,2025-11-12,Desktop,Direct
303,38,2025-11-21,Tablet,Direct
304,38,2025-11-23,Mobile,Organic Search
305,39,2025-04-15,Mobile,Paid Search
306,39,2025-04-16,Mobile,Direct
307,39,2025-04-27,Mobile,Affiliate
308,39,2025-04-28,Desktop,Paid Search
309,39,2025-04-29,Mobile,Paid Social
310,39,2025-04-30,Desktop,Affiliate
311,39,2025-05-01,Tablet,Affiliate
312,39,2025-05-13,Desktop,Organic Search
313,39,2025-05-28,Desktop,Affiliate
314,39,2025-06-11,Mobile,Affiliate
315,39,2025-06-15,Mobile,Organic Search
316,39,2025-06-17,Desktop,Organic Search
317,39,2025-06-18,Mobile,Paid Social
318,40,2025-01-19,Mobile,Paid Social
319,40,2025-01-27,Mobile,Email
320,40,2025-02-05,Desktop,Paid Social
321,40,2025-02-17,Mobile,Paid Search
322,40,2025-02-19,Mobile,Referral
323,40,2025-03-09,Desktop,Paid Social
324,40,2025-03-10,Desktop,Paid Social
325,40,2025-03-18,Mobile,Paid Social
326,40,2025-03-22,Mobile,Organic Search
327,40,2025-04-13,Mobile,Organic Search
328,40,2025-05-01,Mobile,Paid Social
329,40,2025-05-04,Mobile,Paid Social
330,40,2025-05-06,Desktop,Paid Social
331,40,2025-05-21,Mobile,Email
332,40,2025-05-27,Mobile,Paid Social
333,40,2025-06-07,Mobile,Direct
334,40,2025-06-09,Mobile,Paid Social
335,41,2025-09-03,Desktop,Direct
336,41,2025-09-28,Desktop,Direct
337,41,2025-11-06,Desktop,Paid Search
338,42,2025-01-27,Mobile,Organic Search
339,42,2025-05-04,Desktop,Paid Social
340,42,2025-06-05,Mobile,Affiliate
341,42,2025-06-18,Mobile,Paid Search
342,42,2025-07-17,Tablet,Paid Social
343,42,2025-07-24,Desktop,Paid Social
344,42,2025-07-25,Desktop,Paid Social
345,42,2025-08-31,Mobile,Direct
346,42,2025-09-23,Mobile,Email
347,42,2025-09-30,Mobile,Paid Social
348,42,2025-10-05,Mobile,Affiliate
349,42,2025-10-15,Mobile,Organic Search
350,43,2024-11-07,Mobile,Paid Social
351,43,2024-11-15,Mobile,Paid Search
352,43,2025-01-27,Mobile,Paid Search
353,43,2025-05-18,Mobile,Direct
354,43,2025-07-27,Mobile,Paid Search
355,43,2025-08-23,Mobile,Paid Search
356,43,2025-09-15,Tablet,Paid Search
357,43,2025-10-15,Mobile,Paid Search
358,43,2025-12-28,Mobile,Email
359,44,2025-01-01,Desktop,Paid Search
360,44,2025-01-06,Mobile,Organic Search
361,44,2025-01-07,Mobile,Direct
362,44,2025-01-08,Desktop,Paid Social
363,44,2025-01-10,Mobile,Direct
364,44,2025-01-12,Desktop,Organic Search
365,44,2025-02-08,Mobile,Email
366,44,2025-02-19,Mobile,Paid Search
367,44,2025-03-02,Desktop,Direct
368,44,2025-03-08,Mobile,Organic Search
369,44,2025-03-15,Tablet,Organic Search
370,44,2025-03-20,Mobile,Organic Search
371,44,2025-03-28,Tablet,Organic Search
372,44,2025-03-30,Mobile,Organic Search
373,44,2025-03-31,Desktop,Organic Search
374,44,2025-04-08,Desktop,Organic Search
375,44,2025-04-09,Mobile,Organic Search
376,44,2025-04-14,Desktop,Organic Search
377,44,2025-04-17,Mobile,Paid Search
378,45,2025-03-21,Tablet,Direct
379,45,2025-04-10,Desktop,Direct
380,45,2025-04-23,Mobile,Direct
381,45,2025-06-27,Desktop,Direct
382,45,2025-06-28,Mobile,Paid Search
383,45,2025-07-22,Mobile,Direct
384,45,2025-08-07,Mobile,Paid Search
385,45,2025-08-30,Mobile,Affiliate
386,45,2025-09-12,Desktop,Direct
387,46,2025-12-13,Tablet,Direct
388,47,2024-11-30,Mobile,Referral
389,47,2024-12-12,Mobile,Paid Social
390,47,2024-12-27,Mobile,Direct
391,47,2025-02-02,Mobile,Paid Social
392,47,2025-02-17,Mobile,Direct
393,47,2025-02-18,Mobile,Affiliate
394,47,2025-02-19,Mobile,Paid Social
395,47,2025-02-20,Desktop,Direct
396,47,2025-05-02,Mobile,Organic Search
397,47,2025-06-05,Desktop,Organic Search
398,47,2025-06-16,Mobile,Direct
399,47,2025-06-28,Mobile,Affiliate
400,47,2025-07-24,Mobile,Direct
401,47,2025-08-01,Mobile,Direct
402,47,2025-09-02,Mobile,Organic Search
403,47,2025-09-15,Mobile,Direct
404,47,2025-10-07,Mobile,Direct
405,47,2025-10-22,Mobile,Direct
406,48,2025-04-02,Desktop,Email
407,48,2025-04-03,Mobile,Direct
408,48,2025-04-07,Mobile,Affiliate
409,48,2025-04-22,Mobile,Affiliate
410,48,2025-04-25,Desktop,Referral
411,48,2025-05-12,Desktop,Organic Search
412,48,2025-06-05,Mobile,Paid Search
413,48,2025-06-06,Mobile,Affiliate
414,48,2025-06-07,Desktop,Paid Search
415,48,2025-06-26,Mobile,Affiliate
416,48,2025-06-27,Mobile,Organic Search
417,49,2025-08-14,Desktop,Paid Social
418,49,2025-08-20,Mobile,Paid Social
419,49,2025-08-28,Mobile,Paid Social
420,49,2025-09-04,Mobile,Referral
421,49,2025-09-05,Mobile,Paid Social
422,49,2025-09-15,Mobile,Paid Social
423,49,2025-09-21,Mobile,Paid Social
424,49,2025-09-22,Desktop,Paid Social
425,49,2025-09-24,Desktop,Email
426,50,2025-07-12,Desktop,Direct
427,50,2025-08-12,Desktop,Organic Search
428,51,2025-05-23,Mobile,Direct
429,51,2025-05-28,Desktop,Direct
430,51,2025-06-06,Desktop,Organic Search
431,51,2025-06-24,Mobile,Paid Social
432,51,2025-07-22,Mobile,Paid Search
433,51,2025-08-08,Tablet,Referral
434,51,2025-10-04,Mobile,Direct
435,51,2025-10-28,Mobile,Direct
436,51,2025-11-03,Mobile,Paid Search
437,51,2025-11-21,Desktop,Paid Search
438,52,2024-11-24,Mobile,Paid Search
439,52,2024-12-12,Mobile,Paid Search
440,52,2025-01-07,Desktop,Paid Search
441,52,2025-01-11,Mobile,Paid Search
442,52,2025-02-08,Desktop,Direct
443,52,2025-03-15,Desktop,Organic Search
444,52,2025-03-18,Mobile,Referral
445,52,2025-04-03,Mobile,Organic Search
446,52,2025-08-31,Mobile,Direct
447,52,2025-09-16,Mobile,Organic Search
448,52,2025-09-17,Mobile,Paid Search
449,52,2025-09-29,Mobile,Paid Search
450,52,2025-10-11,Mobile,Organic Search
451,52,2025-11-18,Mobile,Referral
452,52,2025-12-20,Mobile,Paid Social
453,52,2025-12-22,Mobile,Paid Search
454,53,2025-04-09,Mobile,Referral
455,53,2025-04-10,Mobile,Paid Social
456,53,2025-05-01,Desktop,Organic Search
457,53,2025-06-13,Mobile,Direct
458,53,2025-06-15,Mobile,Referral
459,53,2025-07-21,Desktop,Paid Social
460,53,2025-08-06,Mobile,Organic Search
461,54,2025-09-03,Mobile,Referral
462,54,2025-09-06,Mobile,Paid Search
463,54,2025-09-13,Mobile,Email
464,54,2025-09-16,Desktop,Direct
465,54,2025-09-20,Desktop,Organic Search
466,55,2025-01-25,Mobile,Paid Social
467,55,2025-03-19,Mobile,Direct
468,55,2025-03-22,Mobile,Email
469,55,2025-03-25,Mobile,Direct
470,55,2025-04-02,Mobile,Paid Search
471,55,2025-05-08,Mobile,Organic Search
472,55,2025-05-13,Mobile,Paid Search
473,55,2025-05-21,Desktop,Email
474,55,2025-06-13,Mobile,Direct
475,55,2025-06-14,Desktop,Direct
476,55,2025-06-25,Mobile,Direct
477,55,2025-06-26,Desktop,Direct
478,55,2025-08-09,Mobile,Paid Social
479,55,2025-08-10,Tablet,Direct
480,55,2025-08-19,Mobile,Direct
481,55,2025-08-31,Mobile,Direct
482,55,2025-09-22,Mobile,Paid Search
483,56,2025-09-01,Mobile,Organic Search
484,56,2025-09-10,Mobile,Paid Search
485,56,2025-09-19,Mobile,Organic Search
486,56,2025-09-20,Mobile,Paid Search
487,56,2025-09-25,Mobile,Organic Search
488,56,2025-09-29,Mobile,Organic Search
489,56,2025-10-02,Mobile,Organic Search
490,58,2025-07-31,Desktop,Paid Social
491,58,2025-08-30,Mobile,Email
492,59,2025-02-01,Desktop,Paid Search
493,59,2025-03-03,Mobile,Paid Search
494,59,2025-04-25,Desktop,Paid Social
495,59,2025-05-27,Tablet,Paid Search
496,59,2025-06-01,Mobile,Organic Search
497,60,2024-11-09,Mobile,Affiliate
498,60,2024-11-10,Mobile,Paid Social
499,60,2024-11-20,Mobile,Affiliate
500,60,2024-11-24,Mobile,Direct
501,60,2024-11-26,Mobile,Affiliate
502,60,2024-11-29,Mobile,Affiliate
503,60,2024-12-10,Desktop,Affiliate
504,60,2024-12-11,Desktop,Affiliate
505,60,2024-12-16,Desktop,Referral
506,60,2024-12-18,Mobile,Paid Social
507,60,2024-12-19,Desktop,Affiliate
508,60,2024-12-22,Mobile,Paid Search
509,60,2024-12-30,Mobile,Affiliate
510,60,2025-01-05,Mobile,Direct
511,60,2025-01-07,Mobile,Referral
512,60,2025-01-15,Desktop,Direct
513,60,2025-01-16,Mobile,Paid Social
514,60,2025-01-19,Desktop,Affiliate
515,60,2025-01-20,Mobile,Paid Search
516,60,2025-01-25,Mobile,Affiliate
517,60,2025-02-01,Mobile,Affiliate
518,60,2025-02-07,Mobile,Affiliate
519,60,2025-02-09,Mobile,Paid Search
520,60,2025-02-11,Mobile,Affiliate
521,60,2025-02-13,Mobile,Affiliate
522,60,2025-02-17,Mobile,Affiliate
523,61,2025-11-22,Mobile,Email
524,62,2025-01-03,Tablet,Email
525,62,2025-01-04,Desktop,Email
526,62,2025-01-05,Mobile,Email
527,62,2025-01-15,Desktop,Organic Search
528,62,2025-01-22,Desktop,Email
529,62,2025-01-24,Desktop,Email
530,62,2025-01-26,Mobile,Paid Search
531,62,2025-01-28,Mobile,Email
532,62,2025-01-31,Mobile,Paid Search
533,62,2025-02-02,Mobile,Organic Search
534,62,2025-02-06,Mobile,Email
535,62,2025-02-21,Desktop,Email
536,62,2025-02-26,Desktop,Email
537,62,2025-03-02,Desktop,Email
538,62,2025-03-06,Mobile,Email
539,62,2025-03-07,Mobile,Email
540,62,2025-03-12,Mobile,Email
541,62,2025-03-25,Mobile,Email
542,62,2025-03-26,Desktop,Direct
543,62,2025-03-27,Desktop,Organic Search
544,62,2025-03-28,Desktop,Paid Search
545,63,2024-12-31,Desktop,Email
546,63,2025-03-31,Mobile,Email
547,63,2025-04-04,Desktop,Email
548,63,2025-04-09,Desktop,Email
549,63,2025-04-10,Mobile,Paid Social
550,63,2025-06-11,Mobile,Paid Search
551,63,2025-08-06,Desktop,Email
552,63,2025-11-20,Desktop,Email
553,64,2025-08-06,Desktop,Paid Search
554,64,2025-08-20,Mobile,Direct
555,64,2025-08-21,Mobile,Paid Social
556,64,2025-09-11,Mobile,Paid Social
557,64,2025-09-25,Mobile,Direct
558,64,2025-09-27,Mobile,Direct
559,64,2025-09-30,Mobile,Paid Search
560,64,2025-10-04,Mobile,Direct
561,65,2024-12-03,Mobile,Paid Social
562,65,2024-12-04,Mobile,Paid Social
563,65,2024-12-12,Mobile,Paid Social
564,65,2025-01-29,Mobile,Paid Social
565,65,2025-02-03,Desktop,Organic Search
566,65,2025-02-28,Desktop,Paid Social
567,65,2025-03-03,Mobile,Affiliate
568,65,2025-03-13,Mobile,Paid Social
569,65,2025-03-14,Mobile,Paid Social
570,65,2025-04-12,Tablet,Paid Social
571,65,2025-04-13,Mobile,Paid Social
572,65,2025-04-20,Mobile,Paid Social
573,65,2025-05-07,Mobile,Paid Social
574,65,2025-06-07,Tablet,Paid Social
575,65,2025-07-09,Desktop,Paid Social
576,65,2025-07-15,Mobile,Paid Social
577,65,2025-07-16,Desktop,Paid Social
578,65,2025-07-19,Mobile,Paid Social
579,66,2025-02-02,Mobile,Direct
580,66,2025-04-14,Mobile,Direct
581,66,2025-06-23,Mobile,Referral
582,66,2025-07-07,Desktop,Affiliate
583,66,2025-09-13,Mobile,Paid Search
584,66,2025-10-18,Mobile,Email
585,66,2025-11-22,Desktop,Email
586,67,2025-03-22,Desktop,Paid Search
587,67,2025-03-30,Mobile,Referral
588,67,2025-04-07,Desktop,Referral
589,67,2025-04-13,Mobile,Referral
590,67,2025-04-18,Mobile,Referral
591,67,2025-05-01,Tablet,Referral
592,67,2025-06-18,Mobile,Referral
593,67,2025-06-22,Mobile,Email
594,67,2025-06-23,Mobile,Referral
595,67,2025-08-05,Mobile,Affiliate
596,67,2025-08-11,Mobile,Paid Search
597,67,2025-08-13,Mobile,Referral
598,67,2025-10-03,Mobile,Referral
599,68,2025-09-22,Mobile,Paid Social
600,68,2025-10-08,Mobile,Paid Search
601,68,2025-10-09,Mobile,Paid Social
602,68,2025-10-10,Mobile,Email
603,68,2025-10-19,Desktop,Paid Social
604,70,2025-03-30,Mobile,Organic Search
605,70,2025-06-22,Desktop,Paid Social
606,70,2025-07-18,Mobile,Paid Social
607,70,2025-08-11,Tablet,Paid Social
608,70,2025-08-15,Mobile,Paid Search
609,70,2025-08-27,Mobile,Paid Search
610,70,2025-10-07,Desktop,Paid Social
611,70,2025-11-04,Mobile,Paid Social
612,70,2025-11-21,Mobile,Paid Social
613,70,2025-12-29,Desktop,Paid Social
614,71,2024-11-14,Desktop,Direct
615,71,2024-11-24,Desktop,Direct
616,71,2024-12-03,Mobile,Direct
617,71,2024-12-22,Mobile,Direct
618,71,2024-12-29,Desktop,Direct
619,71,2024-12-31,Mobile,Direct
620,71,2025-01-04,Mobile,Direct
621,71,2025-01-08,Desktop,Affiliate
622,71,2025-01-18,Mobile,Direct
623,71,2025-01-23,Mobile,Paid Search
624,71,2025-01-24,Tablet,Direct
625,71,2025-01-31,Desktop,Direct
626,71,2025-02-04,Mobile,Direct
627,71,2025-02-18,Mobile,Direct
628,71,2025-02-20,Desktop,Direct
629,71,2025-02-22,Desktop,Direct
630,71,2025-02-26,Desktop,Direct
631,71,2025-03-10,Mobile,Direct
632,71,2025-03-14,Mobile,Organic Search
633,71,2025-03-22,Mobile,Direct
634,71,2025-04-05,Desktop,Direct
635,72,2024-11-21,Desktop,Paid Search
636,72,2024-11-28,Mobile,Paid Search
637,72,2024-12-05,Mobile,Organic Search
638,72,2024-12-11,Mobile,Paid Search
639,72,2025-01-15,Mobile,Organic Search
640,72,2025-04-08,Mobile,Organic Search
641,72,2025-05-16,Mobile,Organic Search
642,72,2025-06-13,Desktop,Organic Search
643,72,2025-07-19,Mobile,Paid Search
644,72,2025-08-07,Desktop,Direct
645,72,2025-08-18,Mobile,Organic Search
646,72,2025-08-31,Mobile,Organic Search
647,72,2025-09-11,Mobile,Paid Social
648,73,2025-08-17,Mobile,Direct
649,74,2025-02-28,Mobile,Direct
650,74,2025-03-02,Mobile,Affiliate
651,74,2025-03-03,Desktop,Paid Search
652,74,2025-03-17,Desktop,Paid Social
653,74,2025-03-18,Mobile,Affiliate
654,74,2025-03-20,Mobile,Affiliate
655,74,2025-04-14,Mobile,Organic Search
656,74,2025-04-19,Mobile,Affiliate
657,74,2025-04-20,Mobile,Direct
658,74,2025-04-21,Desktop,Organic Search
659,74,2025-04-23,Desktop,Affiliate
660,74,2025-04-29,Mobile,Affiliate
