event_id,session_id,customer_id,event_type,event_timestamp
71,32,6,checkout_start,2025-05-05 11:31:00
72,32,6,purchase,2025-05-05 11:54:00
73,33,6,home_view,2025-05-30 14:21:00
74,33,6,product_view,2025-05-30 14:46:00
75,34,6,home_view,2025-06-21 08:53:00
76,34,6,product_view,2025-06-21 09:06:00
77,34,6,add_to_cart,2025-06-21 09:11:00
78,34,6,checkout_start,2025-06-21 09:29:00
79,34,6,purchase,2025-06-21 09:54:00
80,35,6,home_view,2025-06-22 14:01:00
81,35,6,product_view,2025-06-22 14:24:00
82,35,6,add_to_cart,2025-06-22 14:47:00
83,35,6,checkout_start,2025-06-22 14:48:00
84,35,6,purchase,2025-06-22 14:53:00
85,36,6,home_view,2025-06-23 10:45:00
86,37,6,home_view,2025-06-28 10:40:00
87,38,6,home_view,2025-09-17 23:17:00
88,38,6,product_view,2025-09-17 23:33:00
89,39,6,home_view,2025-09-21 21:29:00
90,39,6,product_view,2025-09-21 21:41:00
91,39,6,add_to_cart,2025-09-21 21:44:00
92,40,7,home_view,2025-07-16 08:25:00
93,40,7,product_view,2025-07-16 08:33:00
94,41,8,home_view,2025-06-11 22:53:00
95,42,8,home_view,2025-06-30 20:11:00
96,43,8,home_view,2025-07-12 21:55:00
97,43,8,product_view,2025-07-12 22:13:00
98,44,8,home_view,2025-07-19 15:27:00
99,44,8,product_view,2025-07-19 15:33:00
100,44,8,add_to_cart,2025-07-19 15:39:00
101,45,8,home_view,2025-09-24 23:59:00
102,45,8,product_view,2025-09-25 00:23:00
103,45,8,add_to_cart,2025-09-25 00:34:00
104,46,9,home_view,2025-06-20 16:58:00
105,47,9,home_view,2025-09-02 16:04:00
106,47,9,product_view,2025-09-02 16:15:00
107,48,10,home_view,2025-12-13 21:43:00
108,48,10,product_view,2025-12-13 22:05:00
109,49,11,home_view,2025-04-13 20:58:00
110,49,11,product_view,2025-04-13 21:18:00
111,50,11,home_view,2025-04-16 18:59:00
112,50,11,product_view,2025-04-16 19:10:00
113,51,11,home_view,2025-05-14 23:28:00
114,51,11,product_view,2025-05-14 23:47:00
115,51,11,add_to_cart,2025-05-15 00:07:00
116,51,11,checkout_start,2025-05-15 00:27:00
117,51,11,purchase,2025-05-15 00:35:00
118,52,11,home_view,2025-05-21 12:47:00
119,52,11,product_view,2025-05-21 12:54:00
120,52,11,add_to_cart,2025-05-21 13:10:00
121,52,11,checkout_start,2025-05-21 13:24:00
122,53,11,home_view,2025-05-22 16:25:00
123,54,11,home_view,2025-05-27 10:17:00
124,54,11,product_view,2025-05-27 10:41:00
125,54,11,add_to_cart,2025-05-27 11:02:00
126,54,11,checkout_start,2025-05-27 11:14:00
127,54,11,purchase,2025-05-27 11:35:00
128,55,11,home_view,2025-06-25 15:57:00
129,56,11,home_view,2025-07-22 18:22:00
130,56,11,product_view,2025-07-22 18:28:00
131,57,11,home_view,2025-09-25 23:01:00
132,58,11,home_view,2025-11-10 19:19:00
133,58,11,product_view,2025-11-10 19:27:00
134,58,11,add_to_cart,2025-11-10 19:36:00
135,58,11,checkout_start,2025-11-10 19:46:00
136,58,11,purchase,2025-11-10 19:57:00
137,59,11,home_view,2025-11-27 08:44:00
138,60,12,home_view,2024-11-10 18:09:00
139,61,12,home_view,2024-11-17 09:21:00
140,62,12,home_view,2024-12-03 18:15:00
141,63,12,home_view,2024-12-20 18:10:00
142,64,12,home_view,2024-12-28 21:35:00
143,64,12,product_view,2024-12-28 21:49:00
144,65,12,home_view,2025-01-02 23:26:00
145,66,12,home_view,2025-01-14 21:33:00
146,66,12,product_view,2025-01-14 21:35:00
147,67,12,home_view,2025-01-21 16:33:00
148,68,12,home_view,2025-01-23 11:06:00
149,68,12,product_view,2025-01-23 11:23:00
150,69,12,home_view,2025-01-30 15:37:00
151,69,12,product_view,2025-01-30 15:39:00
152,70,12,home_view,2025-02-08 13:44:00
153,70,12,product_view,2025-02-08 13:54:00
154,71,12,home_view,2025-02-09 20:18:00
155,71,12,product_view,2025-02-09 20:27:00
156,71,12,add_to_cart,2025-02-09 20:30:00
157,71,12,checkout_start,2025-02-09 20:32:00
158,72,12,home_view,2025-02-10 18:23:00
159,73,12,home_view,2025-02-11 21:35:00
160,73,12,product_view,2025-02-11 21:48:00
161,74,12,home_view,2025-02-19 15:07:00
162,74,12,product_view,2025-02-19 15:15:00
163,74,12,add_to_cart,2025-02-19 15:18:00
164,74,12,checkout_start,2025-02-19 15:19:00
165,74,12,purchase,2025-02-19 15:23:00
166,75,12,home_view,2025-02-28 17:07:00
167,75,12,product_view,2025-02-28 17:30:00
168,76,12,home_view,2025-03-12 13:48:00
169,76,12,product_view,2025-03-12 13:55:00
170,76,12,add_to_cart,2025-03-12 13:57:00
171,76,12,checkout_start,2025-03-12 14:18:00
172,77,12,home_view,2025-03-31 22:11:00
173,78,12,home_view,2025-04-02 22:57:00
174,78,12,product_view,2025-04-02 23:02:00
175,78,12,add_to_cart,2025-04-02 23:07:00
176,78,12,checkout_start,2025-04-02 23:09:00
177,78,12,purchase,2025-04-02 23:19:00
178,79,12,home_view,2025-04-03 14:52:00
179,79,12,product_view,2025-04-03 14:54:00
180,79,12,add_to_cart,2025-04-03 14:55:00
181,80,12,home_view,2025-04-08 10:49:00
182,81,12,home_view,2025-04-09 23:07:00
183,81,12,product_view,2025-04-09 23:31:00
184,82,12,home_view,2025-04-12 12:33:00
185,82,12,product_view,2025-04-12 12:43:00
186,83,12,home_view,2025-04-14 18:16:00
187,83,12,product_view,2025-04-14 18:26:00
188,84,12,home_view,2025-04-24 12:30:00
189,84,12,product_view,2025-04-24 12:53:00
190,85,13,home_view,2025-02-05 09:56:00
191,85,13,product_view,2025-02-05 10:07:00
192,85,13,add_to_cart,2025-02-05 10:32:00
193,85,13,checkout_start,2025-02-05 10:53:00
194,86,13,home_view,2025-02-24 20:31:00
195,86,13,product_view,2025-02-24 20:51:00
196,87,13,home_view,2025-03-13 07:31:00
197,87,13,product_view,2025-03-13 07:54:00
198,88,13,home_view,2025-03-17 18:05:00
199,89,13,home_view,2025-04-17 18:29:00
200,89,13,product_view,2025-04-17 18:31:00
201,90,13,home_view,2025-05-05 19:41:00
202,90,13,product_view,2025-05-05 19:44:00
203,90,13,add_to_cart,2025-05-05 19:49:00
204,90,13,checkout_start,2025-05-05 20:00:00
205,90,13,purchase,2025-05-05 20:22:00
206,91,13,home_view,2025-05-19 07:35:00
207,91,13,product_view,2025-05-19 07:57:00
208,91,13,add_to_cart,2025-05-19 07:58:00
209,92,13,home_view,2025-05-22 22:13:00
210,93,13,home_view,2025-05-23 13:13:00
211,94,13,home_view,2025-06-06 19:44:00
212,94,13,product_view,2025-06-06 20:00:00
213,95,13,home_view,2025-07-01 07:41:00
214,95,13,product_view,2025-07-01 07:43:00
215,96,13,home_view,2025-07-02 12:23:00
216,96,13,product_view,2025-07-02 12:46:00
217,97,13,home_view,2025-07-13 20:59:00
218,97,13,product_view,2025-07-13 21:02:00
219,98,13,home_view,2025-08-04 20:04:00
220,98,13,product_view,2025-08-04 20:16:00
221,98,13,add_to_cart,2025-08-04 20:22:00
222,99,14,home_view,2025-02-05 09:37:00
223,99,14,product_view,2025-02-05 09:58:00
224,100,14,home_view,2025-02-18 20:31:00
225,100,14,product_view,2025-02-18 20:51:00
226,100,14,add_to_cart,2025-02-18 20:56:00
227,101,14,home_view,2025-02-19 09:07:00
228,102,14,home_view,2025-02-24 08:17:00
229,102,14,product_view,2025-02-24 08:33:00
230,102,14,add_to_cart,2025-02-24 08:40:00
231,103,14,home_view,2025-02-25 11:57:00
232,103,14,product_view,2025-02-25 12:08:00
233,103,14,add_to_cart,2025-02-25 12:26:00
234,103,14,checkout_start,2025-02-25 12:44:00
235,103,14,purchase,2025-02-25 12:51:00
236,104,14,home_view,2025-03-16 09:56:00
237,104,14,product_view,2025-03-16 10:05:00
238,105,14,home_view,2025-04-24 11:31:00
239,105,14,product_view,2025-04-24 11:35:00
240,105,14,add_to_cart,2025-04-24 11:50:00
241,105,14,checkout_start,2025-04-24 12:15:00
242,106,14,home_view,2025-04-25 07:07:00
243,106,14,product_view,2025-04-25 07:28:00
244,106,14,add_to_cart,2025-04-25 07:29:00
245,106,14,checkout_start,2025-04-25 07:37:00
246,106,14,purchase,2025-04-25 07:41:00
247,107,14,home_view,2025-05-02 19:25:00
248,107,14,product_view,2025-05-02 19:26:00
249,108,14,home_view,2025-05-07 14:50:00
250,108,14,product_view,2025-05-07 15:14:00
251,109,14,home_view,2025-05-29 11:08:00
252,110,14,home_view,2025-07-09 10:01:00
253,110,14,product_view,2025-07-09 10:26:00
254,111,14,home_view,2025-07-28 12:33:00
255,112,14,home_view,2025-08-15 09:45:00
256,112,14,product_view,2025-08-15 09:56:00
257,113,14,home_view,2025-08-22 13:54:00
258,113,14,product_view,2025-08-22 14:13:00
259,114,14,home_view,2025-08-25 08:11:00
260,114,14,product_view,2025-08-25 08:21:00
261,115,14,home_view,2025-08-30 15:14:00
262,115,14,product_view,2025-08-30 15:22:00
263,116,15,home_view,2025-06-25 08:32:00
264,116,15,product_view,2025-06-25 08:43:00
265,116,15,add_to_cart,2025-06-25 09:07:00
266,116,15,checkout_start,2025-06-25 09:17:00
267,116,15,purchase,2025-06-25 09:42:00
268,117,15,home_view,2025-06-28 17:10:00
269,118,15,home_view,2025-07-01 12:07:00
270,119,15,home_view,2025-07-06 23:59:00
271,120,15,home_view,2025-07-07 17:32:00
272,121,15,home_view,2025-07-12 18:54:00
273,121,15,product_view,2025-07-12 19:12:00
274,121,15,add_to_cart,2025-07-12 19:31:00
275,121,15,checkout_start,2025-07-12 19:42:00
276,121,15,purchase,2025-07-12 20:03:00
277,122,15,home_view,2025-07-24 07:33:00
278,122,15,product_view,2025-07-24 07:42:00
279,123,15,home_view,2025-07-31 19:50:00
280,123,15,product_view,2025-07-31 19:58:00
281,123,15,add_to_cart,2025-07-31 20:16:00
282,124,15,home_view,2025-08-02 22:01:00
283,124,15,product_view,2025-08-02 22:21:00
284,125,15,home_view,2025-08-03 23:44:00
285,126,15,home_view,2025-08-08 23:45:00
286,127,16,home_view,2025-04-22 09:11:00
287,128,16,home_view,2025-04-23 09:32:00
288,128,16,product_view,2025-04-23 09:57:00
289,129,16,home_view,2025-04-28 16:09:00
290,130,16,home_view,2025-04-29 23:54:00
291,130,16,product_view,2025-04-30 00:01:00
292,131,16,home_view,2025-05-12 23:27:00
293,131,16,product_view,2025-05-12 23:38:00
294,132,16,home_view,2025-05-13 19:45:00
295,132,16,product_view,2025-05-13 19:53:00
296,133,16,home_view,2025-05-17 15:11:00
297,134,16,home_view,2025-05-22 09:53:00
298,134,16,product_view,2025-05-22 10:01:00
299,134,16,add_to_cart,2025-05-22 10:12:00
300,134,16,checkout_start,2025-05-22 10:35:00
301,134,16,purchase,2025-05-22 10:44:00
302,135,16,home_view,2025-05-25 21:43:00
303,135,16,product_view,2025-05-25 21:59:00
304,136,16,home_view,2025-05-26 19:01:00
305,136,16,product_view,2025-05-26 19:23:00
306,136,16,add_to_cart,2025-05-26 19:26:00
307,137,16,home_view,2025-05-28 11:20:00
308,137,16,product_view,2025-05-28 11:37:00
309,138,16,home_view,2025-06-15 20:53:00
310,138,16,product_view,2025-06-15 21:10:00
311,138,16,add_to_cart,2025-06-15 21:28:00
312,138,16,checkout_start,2025-06-15 21:44:00
313,138,16,purchase,2025-06-15 21:53:00
314,139,16,home_view,2025-06-16 07:49:00
315,139,16,product_view,2025-06-16 08:10:00
316,140,16,home_view,2025-06-20 17:11:00
317,141,17,home_view,2025-12-18 18:48:00
318,141,17,product_view,2025-12-18 19:10:00
319,142,18,home_view,2025-11-06 14:38:00
320,142,18,product_view,2025-11-06 14:58:00
321,143,19,home_view,2025-12-21 08:54:00
322,143,19,product_view,2025-12-21 09:09:00
323,143,19,add_to_cart,2025-12-21 09:18:00
324,144,20,home_view,2025-05-25 07:04:00
325,145,20,home_view,2025-06-20 12:53:00
326,145,20,product_view,2025-06-20 13:02:00
327,146,20,home_view,2025-07-04 23:28:00
328,146,20,product_view,2025-07-04 23:40:00
329,147,20,home_view,2025-07-18 14:01:00
330,147,20,product_view,2025-07-18 14:20:00
331,148,20,home_view,2025-08-08 17:19:00
332,148,20,product_view,2025-08-08 17:25:00
333,149,20,home_view,2025-08-09 07:19:00
334,150,20,home_view,2025-08-23 08:34:00
335,151,20,home_view,2025-09-02 12:31:00
336,151,20,product_view,2025-09-02 12:46:00
337,152,21,home_view,2024-11-21 09:21:00
338,153,21,home_view,2024-11-25 22:13:00
339,153,21,product_view,2024-11-25 22:29:00
340,154,21,home_view,2024-12-04 09:18:00
341,154,21,product_view,2024-12-04 09:39:00
342,155,21,home_view,2025-02-26 20:55:00
343,156,21,home_view,2025-03-02 23:46:00
344,156,21,product_view,2025-03-03 00:10:00
345,157,21,home_view,2025-05-16 11:11:00
346,157,21,product_view,2025-05-16 11:30:00
347,158,22,home_view,2024-12-16 20:28:00
348,158,22,product_view,2024-12-16 20:50:00
349,159,22,home_view,2024-12-23 18:29:00
350,160,22,home_view,2024-12-29 17:09:00
351,160,22,product_view,2024-12-29 17:11:00
352,161,22,home_view,2024-12-30 09:14:00
353,162,22,home_view,2025-01-03 16:30:00
354,163,22,home_view,2025-01-28 17:33:00
355,164,22,home_view,2025-02-25 17:05:00
356,164,22,product_view,2025-02-25 17:25:00
357,165,22,home_view,2025-03-05 20:42:00
358,166,22,home_view,2025-03-30 19:57:00
359,167,22,home_view,2025-04-04 16:10:00
360,167,22,product_view,2025-04-04 16:11:00
361,168,22,home_view,2025-05-22 12:52:00
362,169,22,home_view,2025-05-23 21:20:00
363,170,22,home_view,2025-06-05 21:30:00
364,170,22,product_view,2025-06-05 21:34:00
365,171,22,home_view,2025-06-14 11:23:00
366,171,22,product_view,2025-06-14 11:29:00
367,171,22,add_to_cart,2025-06-14 11:38:00
368,172,22,home_view,2025-06-17 13:50:00
369,172,22,product_view,2025-06-17 14:06:00
370,173,22,home_view,2025-06-27 20:15:00
371,173,22,product_view,2025-06-27 20:25:00
372,174,22,home_view,2025-07-02 07:42:00
373,174,22,product_view,2025-07-02 07:49:00
374,175,23,home_view,2025-08-14 19:52:00
375,175,23,product_view,2025-08-14 19:53:00
376,175,23,add_to_cart,2025-08-14 20:12:00
377,175,23,checkout_start,2025-08-14 20:32:00
378,175,23,purchase,2025-08-14 20:37:00
379,176,23,home_view,2025-08-15 12:03:00
380,177,23,home_view,2025-08-26 10:06:00
381,177,23,product_view,2025-08-26 10:07:00
382,177,23,add_to_cart,2025-08-26 10:12:00
383,178,23,home_view,2025-09-03 08:06:00
384,178,23,product_view,2025-09-03 08:07:00
385,179,23,home_view,2025-09-28 18:19:00
386,180,23,home_view,2025-10-02 19:32:00
387,180,23,product_view,2025-10-02 19:40:00
388,180,23,add_to_cart,2025-10-02 20:04:00
389,181,23,home_view,2025-10-03 15:55:00
390,181,23,product_view,2025-10-03 15:56:00
391,181,23,add_to_cart,2025-10-03 16:19:00
392,182,23,home_view,2025-10-04 14:26:00
393,182,23,product_view,2025-10-04 14:38:00
394,183,24,home_view,2024-12-15 18:17:00
395,183,24,product_view,2024-12-15 18:37:00
396,184,24,home_view,2025-01-18 22:38:00
397,185,24,home_view,2025-01-21 08:38:00
398,186,24,home_view,2025-01-29 20:20:00
399,187,24,home_view,2025-02-25 16:34:00
400,188,24,home_view,2025-04-15 09:26:00
401,189,24,home_view,2025-04-16 13:47:00
402,189,24,product_view,2025-04-16 14:07:00
403,189,24,add_to_cart,2025-04-16 14:14:00
404,189,24,checkout_start,2025-04-16 14:26:00
405,189,24,purchase,2025-04-16 14:33:00
406,190,25,home_view,2024-12-20 14:11:00
407,191,25,home_view,2025-01-02 16:43:00
408,192,25,home_view,2025-01-28 07:55:00
409,192,25,product_view,2025-01-28 08:15:00
410,193,25,home_view,2025-02-06 18:06:00
411,194,25,home_view,2025-03-05 17:57:00
412,195,25,home_view,2025-05-15 10:05:00
413,196,25,home_view,2025-06-10 14:32:00
414,196,25,product_view,2025-06-10 14:51:00
415,196,25,add_to_cart,2025-06-10 15:04:00
416,197,26,home_view,2025-01-15 11:04:00
417,198,26,home_view,2025-03-14 19:33:00
418,199,26,home_view,2025-03-15 15:09:00
419,199,26,product_view,2025-03-15 15:11:00
420,200,26,home_view,2025-04-01 17:30:00
421,200,26,product_view,2025-04-01 17:37:00
422,201,26,home_view,2025-05-11 07:13:00
423,201,26,product_view,2025-05-11 07:20:00
424,202,26,home_view,2025-05-14 16:33:00
425,202,26,product_view,2025-05-14 16:56:00
426,202,26,add_to_cart,2025-05-14 17:05:00
427,203,26,home_view,2025-07-23 07:46:00
428,203,26,product_view,2025-07-23 08:09:00
429,204,26,home_view,2025-09-22 09:35:00
430,204,26,product_view,2025-09-22 09:58:00
431,205,26,home_view,2025-10-03 08:17:00
432,205,26,product_view,2025-10-03 08:29:00
433,205,26,add_to_cart,2025-10-03 08:51:00
434,205,26,checkout_start,2025-10-03 09:16:00
435,206,26,home_view,2025-10-06 10:00:00
436,207,26,home_view,2025-10-26 17:56:00
437,207,26,product_view,2025-10-26 18:15:00
438,208,27,home_view,2025-06-01 11:42:00
439,209,27,home_view,2025-07-09 08:04:00
440,210,27,home_view,2025-07-10 17:09:00
441,211,27,home_view,2025-07-13 10:56:00
442,212,27,home_view,2025-08-01 08:38:00
443,212,27,product_view,2025-08-01 08:49:00
444,213,27,home_view,2025-08-04 19:52:00
445,214,28,home_view,2025-11-25 08:00:00
446,214,28,product_view,2025-11-25 08:06:00
447,215,28,home_view,2025-11-26 21:37:00
448,215,28,product_view,2025-11-26 21:48:00
449,216,29,home_view,2025-02-17 14:35:00
450,217,29,home_view,2025-03-13 16:06:00
451,217,29,product_view,2025-03-13 16:16:00
452,217,29,add_to_cart,2025-03-13 16:22:00
453,217,29,checkout_start,2025-03-13 16:39:00
454,217,29,purchase,2025-03-13 16:55:00
455,218,29,home_view,2025-03-25 18:00:00
456,219,29,home_view,2025-04-29 23:41:00
457,219,29,product_view,2025-04-29 23:59:00
458,219,29,add_to_cart,2025-04-30 00:04:00
459,219,29,checkout_start,2025-04-30 00:19:00
460,219,29,purchase,2025-04-30 00:22:00
461,220,29,home_view,2025-04-30 18:47:00
462,220,29,product_view,2025-04-30 19:06:00
463,221,29,home_view,2025-05-27 17:05:00
464,221,29,product_view,2025-05-27 17:24:00
465,222,29,home_view,2025-07-21 17:08:00
466,222,29,product_view,2025-07-21 17:24:00
467,222,29,add_to_cart,2025-07-21 17:42:00
468,222,29,checkout_start,2025-07-21 17:51:00
469,223,29,home_view,2025-07-30 08:42:00
470,223,29,product_view,2025-07-30 08:47:00
471,224,29,home_view,2025-08-14 17:49:00
472,224,29,product_view,2025-08-14 18:10:00
473,224,29,add_to_cart,2025-08-14 18:19:00
474,224,29,checkout_start,2025-08-14 18:29:00
475,225,29,home_view,2025-09-10 14:06:00
476,225,29,product_view,2025-09-10 14:31:00
477,226,29,home_view,2025-09-12 08:56:00
478,226,29,product_view,2025-09-12 08:59:00
479,226,29,add_to_cart,2025-09-12 09:00:00
480,226,29,checkout_start,2025-09-12 09:07:00
481,226,29,purchase,2025-09-12 09:21:00
482,227,29,home_view,2025-09-28 11:47:00
483,227,29,product_view,2025-09-28 12:03:00
484,228,29,home_view,2025-09-29 16:36:00
485,228,29,product_view,2025-09-29 16:56:00
486,229,29,home_view,2025-10-08 12:22:00
487,229,29,product_view,2025-10-08 12:41:00
488,230,30,home_view,2024-12-15 21:44:00
489,230,30,product_view,2024-12-15 21:54:00
490,231,30,home_view,2024-12-19 19:12:00
491,231,30,product_view,2024-12-19 19:26:00
492,232,30,home_view,2025-01-13 16:31:00
493,232,30,product_view,2025-01-13 16:53:00
494,233,30,home_view,2025-01-16 09:09:00
495,234,30,home_view,2025-01-29 16:09:00
496,234,30,product_view,2025-01-29 16:32:00
497,235,30,home_view,2025-02-05 13:48:00
498,235,30,product_view,2025-02-05 13:58:00
499,235,30,add_to_cart,2025-02-05 14:02:00
500,235,30,checkout_start,2025-02-05 14:05:00
501,235,30,purchase,2025-02-05 14:18:00
502,236,30,home_view,2025-02-06 09:50:00
503,236,30,product_view,2025-02-06 10:02:00
504,237,30,home_view,2025-02-26 22:07:00
505,237,30,product_view,2025-02-26 22:19:00
506,238,30,home_view,2025-03-04 11:13:00
507,238,30,product_view,2025-03-04 11:19:00
508,239,30,home_view,2025-03-07 16:45:00
509,239,30,product_view,2025-03-07 17:04:00
510,240,30,home_view,2025-03-12 22:22:00
511,241,30,home_view,2025-03-18 09:04:00
512,242,30,home_view,2025-04-02 16:17:00
513,242,30,product_view,2025-04-02 16:22:00
514,243,30,home_view,2025-04-17 16:59:00
515,243,30,product_view,2025-04-17 17:19:00
516,244,30,home_view,2025-04-21 16:34:00
517,245,30,home_view,2025-05-04 23:04:00
518,245,30,product_view,2025-05-04 23:21:00
519,245,30,add_to_cart,2025-05-04 23:37:00
520,246,30,home_view,2025-05-13 16:37:00
521,246,30,product_view,2025-05-13 16:54:00
522,247,30,home_view,2025-05-17 14:41:00
523,247,30,product_view,2025-05-17 14:45:00
524,248,30,home_view,2025-06-01 20:31:00
525,248,30,product_view,2025-06-01 20:41:00
526,248,30,add_to_cart,2025-06-01 20:48:00
527,249,30,home_view,2025-06-03 21:38:00
528,249,30,product_view,2025-06-03 21:39:00
529,250,31,home_view,2025-11-24 08:53:00
530,250,31,product_view,2025-11-24 09:14:00
531,251,32,home_view,2025-02-03 15:06:00
532,251,32,product_view,2025-02-03 15:12:00
533,252,32,home_view,2025-03-09 18:24:00
534,252,32,product_view,2025-03-09 18:29:00
535,252,32,add_to_cart,2025-03-09 18:41:00
536,252,32,checkout_start,2025-03-09 19:02:00
537,253,32,home_view,2025-03-15 22:18:00
538,254,33,home_view,2025-10-01 11:48:00
539,255,33,home_view,2025-10-09 11:50:00
540,255,33,product_view,2025-10-09 11:56:00
541,255,33,add_to_cart,2025-10-09 12:05:00
542,255,33,checkout_start,2025-10-09 12:19:00
543,255,33,purchase,2025-10-09 12:38:00
544,256,34,home_view,2024-12-23 08:39:00
545,256,34,product_view,2024-12-23 08:47:00
546,257,34,home_view,2024-12-25 12:07:00
547,258,34,home_view,2024-12-27 12:03:00
548,258,34,product_view,2024-12-27 12:04:00
549,259,34,home_view,2024-12-29 10:43:00
550,260,34,home_view,2025-01-21 15:42:00
551,260,34,product_view,2025-01-21 15:49:00
552,260,34,add_to_cart,2025-01-21 16:08:00
553,261,34,home_view,2025-01-22 08:50:00
554,262,34,home_view,2025-01-23 19:47:00
555,262,34,product_view,2025-01-23 19:49:00
556,263,34,home_view,2025-01-26 18:07:00
557,264,34,home_view,2025-02-05 12:56:00
558,265,34,home_view,2025-02-06 09:17:00
559,265,34,product_view,2025-02-06 09:24:00
560,265,34,add_to_cart,2025-02-06 09:30:00
561,265,34,checkout_start,2025-02-06 09:46:00
562,266,34,home_view,2025-02-19 21:29:00
563,266,34,product_view,2025-02-19 21:34:00
564,267,34,home_view,2025-02-20 23:36:00
565,267,34,product_view,2025-02-20 23:49:00
566,268,34,home_view,2025-02-22 09:31:00
567,269,34,home_view,2025-03-18 23:28:00
568,270,34,home_view,2025-04-01 10:06:00
569,270,34,product_view,2025-04-01 10:13:00
570,270,34,add_to_cart,2025-04-01 10:25:00
571,270,34,checkout_start,2025-04-01 10:44:00
572,270,34,purchase,2025-04-01 10:51:00
573,271,34,home_view,2025-04-02 07:25:00
574,271,34,product_view,2025-04-02 07:46:00
575,271,34,add_to_cart,2025-04-02 07:55:00
576,271,34,checkout_start,2025-04-02 08:15:00
577,271,34,purchase,2025-04-02 08:24:00
578,272,34,home_view,2025-04-05 16:08:00
579,272,34,product_view,2025-04-05 16:16:00
580,272,34,add_to_cart,2025-04-05 16:35:00
581,272,34,checkout_start,2025-04-05 16:37:00
582,272,34,purchase,2025-04-05 16:47:00
583,273,34,home_view,2025-04-06 18:16:00
584,273,34,product_view,2025-04-06 18:35:00
585,274,34,home_view,2025-04-14 08:10:00
586,274,34,product_view,2025-04-14 08:24:00
587,275,34,home_view,2025-04-26 20:49:00
588,276,34,home_view,2025-04-27 15:25:00
589,276,34,product_view,2025-04-27 15:50:00
590,276,34,add_to_cart,2025-04-27 16:03:00
591,276,34,checkout_start,2025-04-27 16:21:00
592,276,34,purchase,2025-04-27 16:33:00
593,277,34,home_view,2025-04-28 10:11:00
594,277,34,product_view,2025-04-28 10:34:00
